"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
2122,02/13/2018 04:37:41 PM,15.951,,,,,,
2123,02/13/2018 04:52:41 PM,17.284,,,,,,
2124,02/13/2018 05:07:41 PM,18.426,,,,,,
2125,02/13/2018 05:22:41 PM,15.282,,,,,,
2126,02/13/2018 05:37:41 PM,13.365,,,,,,
2127,02/13/2018 05:52:41 PM,12.110,,,,,,
2128,02/13/2018 06:07:41 PM,11.139,,,,,,
2129,02/13/2018 06:22:41 PM,10.455,,,,,,
2130,02/13/2018 06:37:41 PM,9.768,,,,,,
2131,02/13/2018 06:52:41 PM,9.669,,,,,,
2132,02/13/2018 07:07:41 PM,9.768,,,,,,
2133,02/13/2018 07:22:41 PM,9.768,,,,,,
2134,02/13/2018 07:37:41 PM,9.768,,,,,,
2135,02/13/2018 07:52:41 PM,9.669,,,,,,
2136,02/13/2018 08:07:41 PM,9.571,,,,,,
2137,02/13/2018 08:22:41 PM,9.275,,,,,,
2138,02/13/2018 08:37:41 PM,9.077,,,,,,
2139,02/13/2018 08:52:41 PM,9.077,,,,,,
2140,02/13/2018 09:07:41 PM,9.077,,,,,,
2141,02/13/2018 09:22:41 PM,9.176,,,,,,
2142,02/13/2018 09:37:41 PM,9.176,,,,,,
2143,02/13/2018 09:52:41 PM,9.176,,,,,,
2144,02/13/2018 10:07:41 PM,9.275,,,,,,
2145,02/13/2018 10:22:41 PM,9.077,,,,,,
2146,02/13/2018 10:37:41 PM,8.481,,,,,,
2147,02/13/2018 10:52:41 PM,8.082,,,,,,
2148,02/13/2018 11:07:41 PM,7.983,,,,,,
2149,02/13/2018 11:22:41 PM,8.282,,,,,,
2150,02/13/2018 11:37:41 PM,8.581,,,,,,
2151,02/13/2018 11:52:41 PM,8.680,,,,,,
2152,02/14/2018 12:07:41 AM,8.879,,,,,,
2153,02/14/2018 12:22:41 AM,8.879,,,,,,
2154,02/14/2018 12:37:41 AM,8.879,,,,,,
2155,02/14/2018 12:52:41 AM,8.779,,,,,,
2156,02/14/2018 01:07:41 AM,8.779,,,,,,
2157,02/14/2018 01:22:41 AM,8.680,,,,,,
2158,02/14/2018 01:37:41 AM,8.779,,,,,,
2159,02/14/2018 01:52:41 AM,8.680,,,,,,
2160,02/14/2018 02:07:41 AM,8.680,,,,,,
2161,02/14/2018 02:22:41 AM,8.680,,,,,,
2162,02/14/2018 02:37:41 AM,8.680,,,,,,
2163,02/14/2018 02:52:41 AM,8.581,,,,,,
2164,02/14/2018 03:07:41 AM,8.481,,,,,,
2165,02/14/2018 03:22:41 AM,8.481,,,,,,
2166,02/14/2018 03:37:41 AM,8.382,,,,,,
2167,02/14/2018 03:45:55 AM,,7.7,,,,,
2168,02/14/2018 03:51:32 AM,,7.8,,,,,
2169,02/14/2018 03:52:41 AM,8.382,,,,,,
2170,02/14/2018 03:53:25 AM,,7.9,,,,,
2171,02/14/2018 03:55:59 AM,,8.0,,,,,
2172,02/14/2018 03:58:23 AM,,8.1,,,,,
2173,02/14/2018 04:02:12 AM,,8.2,,,,,
2174,02/14/2018 04:04:29 AM,,8.3,,,,,
2175,02/14/2018 04:07:10 AM,,8.4,,,,,
2176,02/14/2018 04:07:41 AM,8.481,,,,,,
2177,02/14/2018 04:10:05 AM,,8.5,,,,,
2178,02/14/2018 04:13:58 AM,,8.6,,,,,
2179,02/14/2018 04:18:38 AM,,8.7,,,,,
2180,02/14/2018 04:22:41 AM,8.481,,,,,,
2181,02/14/2018 04:28:06 AM,,8.8,,,,,
2182,02/14/2018 04:35:03 AM,,8.9,,,,,
2183,02/14/2018 04:37:41 AM,8.382,,,,,,
2184,02/14/2018 04:38:29 AM,,9.0,,,,,
2185,02/14/2018 04:40:31 AM,,9.1,,,,,
2186,02/14/2018 04:45:07 AM,,9.2,,,,,
2187,02/14/2018 04:52:41 AM,8.282,,,,,,
2188,02/14/2018 05:07:41 AM,8.382,,,,,,
2189,02/14/2018 05:22:41 AM,8.382,,,,,,
2190,02/14/2018 05:37:41 AM,8.382,,,,,,
2191,02/14/2018 05:52:41 AM,8.382,,,,,,
2192,02/14/2018 06:07:41 AM,7.882,,,,,,
2193,02/14/2018 06:16:16 AM,,9.3,,,,,
2194,02/14/2018 06:22:41 AM,7.582,,,,,,
2195,02/14/2018 06:37:41 AM,7.179,,,,,,
2196,02/14/2018 06:52:41 AM,6.775,,,,,,
2197,02/14/2018 07:07:41 AM,6.775,,,,,,
2198,02/14/2018 07:22:41 AM,7.882,,,,,,
2199,02/14/2018 07:37:41 AM,9.176,,,,,,
2200,02/14/2018 07:52:41 AM,10.651,,,,,,
2201,02/14/2018 08:07:41 AM,10.161,,,,,,
2202,02/14/2018 08:22:41 AM,10.553,,,,,,
2203,02/14/2018 08:37:41 AM,10.748,,,,,,
2204,02/14/2018 08:52:41 AM,11.819,,,,,,
2205,02/14/2018 09:07:41 AM,12.110,,,,,,
2206,02/14/2018 09:22:41 AM,12.690,,,,,,
2207,02/14/2018 09:37:41 AM,15.664,,,,,,
2208,02/14/2018 09:52:41 AM,17.379,,,,,,
2209,02/14/2018 10:07:41 AM,19.282,,,,,,
2210,02/14/2018 10:22:41 AM,18.045,,,,,,
2211,02/14/2018 10:37:41 AM,19.662,,,,,,
2212,02/14/2018 10:52:41 AM,19.662,,,,,,
2213,02/14/2018 11:07:41 AM,22.238,,,,,,
2214,02/14/2018 11:22:41 AM,21.855,,,,,,
2215,02/14/2018 11:37:41 AM,22.429,,,,,,
2216,02/14/2018 11:52:41 AM,20.710,,,,,,
2217,02/14/2018 12:07:41 PM,21.664,,,,,,
2218,02/14/2018 12:22:41 PM,20.138,,,,,,
2219,02/14/2018 12:37:41 PM,21.187,,,,,,
2220,02/14/2018 12:52:41 PM,20.519,,,,,,
2221,02/14/2018 01:07:41 PM,18.711,,,,,,
2222,02/14/2018 01:22:41 PM,16.903,,,,,,
2223,02/14/2018 01:37:41 PM,17.284,,,,,,
2224,02/14/2018 01:52:41 PM,17.950,,,,,,
2225,02/14/2018 02:07:41 PM,19.282,,,,,,
2226,02/14/2018 02:22:41 PM,19.377,,,,,,
2227,02/14/2018 02:37:41 PM,20.234,,,,,,
2228,02/14/2018 02:52:41 PM,20.519,,,,,,
2229,02/14/2018 03:07:41 PM,20.329,,,,,,
2230,02/14/2018 03:22:41 PM,18.521,,,,,,
2231,02/14/2018 03:37:41 PM,16.713,,,,,,
2232,02/14/2018 03:52:41 PM,15.378,,,,,,
2233,02/14/2018 04:07:41 PM,14.613,,,,,,
2234,02/14/2018 04:22:41 PM,13.654,,,,,,
2235,02/14/2018 04:37:41 PM,14.134,,,,,,
2236,02/14/2018 04:52:41 PM,14.134,,,,,,
2237,02/14/2018 05:07:41 PM,13.173,,,,,,
2238,02/14/2018 05:22:41 PM,12.594,,,,,,
2239,02/14/2018 05:37:41 PM,12.401,,,,,,
2240,02/14/2018 05:52:41 PM,11.916,,,,,,
2241,02/14/2018 06:07:41 PM,11.236,,,,,,
2242,02/14/2018 06:22:41 PM,10.748,,,,,,
2243,02/14/2018 06:37:41 PM,10.455,,,,,,
2244,02/14/2018 06:52:41 PM,10.259,,,,,,
2245,02/14/2018 07:07:41 PM,10.161,,,,,,
2246,02/14/2018 07:22:41 PM,10.063,,,,,,
2247,02/14/2018 07:37:41 PM,10.063,,,,,,
2248,02/14/2018 07:52:41 PM,10.063,,,,,,
2249,02/14/2018 08:07:41 PM,10.063,,,,,,
2250,02/14/2018 08:22:41 PM,10.063,,,,,,
2251,02/14/2018 08:37:41 PM,9.965,,,,,,
2252,02/14/2018 08:52:41 PM,9.866,,,,,,
2253,02/14/2018 09:07:41 PM,9.768,,,,,,
2254,02/14/2018 09:22:41 PM,9.768,,,,,,
2255,02/14/2018 09:37:41 PM,9.768,,,,,,
2256,02/14/2018 09:52:41 PM,9.768,,,,,,
2257,02/14/2018 10:07:41 PM,9.669,,,,,,
2258,02/14/2018 10:22:41 PM,9.669,,,,,,
2259,02/14/2018 10:37:41 PM,9.669,,,,,,
2260,02/14/2018 10:52:41 PM,9.669,,,,,,
2261,02/14/2018 11:07:41 PM,9.866,,,,,,
2262,02/14/2018 11:22:41 PM,9.768,,,,,,
2263,02/14/2018 11:37:41 PM,9.768,,,,,,
2264,02/14/2018 11:52:41 PM,9.768,,,,,,
2265,02/15/2018 12:07:41 AM,9.768,,,,,,
2266,02/15/2018 12:22:41 AM,9.571,,,,,,
2267,02/15/2018 12:37:41 AM,9.669,,,,,,
2268,02/15/2018 12:52:41 AM,9.571,,,,,,
2269,02/15/2018 01:07:41 AM,9.669,,,,,,
2270,02/15/2018 01:22:41 AM,9.571,,,,,,
2271,02/15/2018 01:37:41 AM,9.472,,,,,,
2272,02/15/2018 01:52:41 AM,9.472,,,,,,
2273,02/15/2018 02:07:41 AM,9.373,,,,,,
2274,02/15/2018 02:22:41 AM,9.373,,,,,,
2275,02/15/2018 02:37:41 AM,9.373,,,,,,
2276,02/15/2018 02:47:48 AM,,9.4,,,,,
2277,02/15/2018 02:52:41 AM,9.373,,,,,,
2278,02/15/2018 03:03:38 AM,,9.5,,,,,
2279,02/15/2018 03:07:41 AM,9.373,,,,,,
2280,02/15/2018 03:22:41 AM,9.373,,,,,,
2281,02/15/2018 03:37:41 AM,9.373,,,,,,
2282,02/15/2018 03:52:41 AM,9.275,,,,,,
2283,02/15/2018 04:07:41 AM,9.275,,,,,,
2284,02/15/2018 04:22:41 AM,9.275,,,,,,
2285,02/15/2018 04:23:23 AM,,9.6,,,,,
2286,02/15/2018 04:37:41 AM,9.275,,,,,,
2287,02/15/2018 04:52:41 AM,9.275,,,,,,
2288,02/15/2018 05:07:41 AM,9.275,,,,,,
2289,02/15/2018 05:22:41 AM,9.275,,,,,,
2290,02/15/2018 05:37:41 AM,9.275,,,,,,
2291,02/15/2018 05:52:41 AM,9.275,,,,,,
2292,02/15/2018 06:07:41 AM,9.176,,,,,,
2293,02/15/2018 06:22:41 AM,9.176,,,,,,
2294,02/15/2018 06:27:25 AM,,9.7,,,,,
2295,02/15/2018 06:37:41 AM,9.176,,,,,,
2296,02/15/2018 06:41:59 AM,,9.8,,,,,
2297,02/15/2018 06:51:05 AM,,9.9,,,,,
2298,02/15/2018 06:52:41 AM,9.275,,,,,,
2299,02/15/2018 07:03:43 AM,,10.0,,,,,
2300,02/15/2018 07:07:41 AM,9.373,,,,,,
2301,02/15/2018 07:22:41 AM,9.373,,,,,,
2302,02/15/2018 07:31:15 AM,,10.1,,,,,
2303,02/15/2018 07:37:41 AM,9.472,,,,,,
2304,02/15/2018 07:49:41 AM,,10.2,,,,,
2305,02/15/2018 07:52:41 AM,9.472,,,,,,
2306,02/15/2018 07:53:33 AM,,10.3,,,,,
2307,02/15/2018 07:56:10 AM,,10.4,,,,,
2308,02/15/2018 08:01:09 AM,,10.5,,,,,
2309,02/15/2018 08:07:41 AM,9.571,,,,,,
2310,02/15/2018 08:09:43 AM,,10.6,,,,,
2311,02/15/2018 08:14:47 AM,,10.7,,,,,
2312,02/15/2018 08:18:23 AM,,10.8,,,,,
2313,02/15/2018 08:22:18 AM,,10.9,,,,,
2314,02/15/2018 08:22:41 AM,9.472,,,,,,
2315,02/15/2018 08:30:38 AM,,11.0,,,,,
2316,02/15/2018 08:37:41 AM,9.571,,,,,,
2317,02/15/2018 08:52:41 AM,9.768,,,,,,
2318,02/15/2018 09:07:41 AM,10.161,,,,,,
2319,02/15/2018 09:22:41 AM,10.553,,,,,,
2320,02/15/2018 09:37:41 AM,10.944,,,,,,
2321,02/15/2018 09:52:41 AM,11.041,,,,,,
2322,02/15/2018 10:07:41 AM,10.944,,,,,,
2323,02/15/2018 10:22:41 AM,11.139,,,,,,
2324,02/15/2018 10:37:41 AM,11.431,,,,,,
2325,02/15/2018 10:52:41 AM,11.431,,,,,,
2326,02/15/2018 11:07:41 AM,11.431,,,,,,
2327,02/15/2018 11:22:41 AM,12.013,,,,,,
2328,02/15/2018 11:37:41 AM,12.594,,,,,,
2329,02/15/2018 11:52:41 AM,12.883,,,,,,
2330,02/15/2018 12:07:41 PM,11.916,,,,,,
2331,02/15/2018 12:22:41 PM,11.528,,,,,,
2332,02/15/2018 12:37:41 PM,11.722,,,,,,
2333,02/15/2018 12:52:41 PM,12.304,,,,,,
2334,02/15/2018 01:07:41 PM,12.013,,,,,,
2335,02/15/2018 01:22:41 PM,11.528,,,,,,
2336,02/15/2018 01:37:41 PM,11.334,,,,,,
2337,02/15/2018 01:52:41 PM,11.139,,,,,,
2338,02/15/2018 02:07:41 PM,11.431,,,,,,
2339,02/15/2018 02:22:41 PM,11.916,,,,,,
2340,02/15/2018 02:37:41 PM,12.497,,,,,,
2341,02/15/2018 02:52:41 PM,12.594,,,,,,
2342,02/15/2018 03:07:41 PM,12.304,,,,,,
2343,02/15/2018 03:22:41 PM,12.110,,,,,,
2344,02/15/2018 03:37:41 PM,11.819,,,,,,
2345,02/15/2018 03:52:41 PM,11.334,,,,,,
2346,02/15/2018 04:07:41 PM,10.748,,,,,,
2347,02/15/2018 04:22:41 PM,10.259,,,,,,
2348,02/15/2018 04:37:41 PM,10.259,,,,,,
2349,02/15/2018 04:52:41 PM,10.161,,,,,,
2350,02/15/2018 05:07:41 PM,10.357,,,,,,
2351,02/15/2018 05:22:41 PM,10.161,,,,,,
2352,02/15/2018 05:37:41 PM,10.063,,,,,,
2353,02/15/2018 05:52:41 PM,10.063,,,,,,
2354,02/15/2018 06:07:41 PM,10.063,,,,,,
2355,02/15/2018 06:22:41 PM,9.965,,,,,,
2356,02/15/2018 06:37:41 PM,9.866,,,,,,
2357,02/15/2018 06:52:41 PM,9.669,,,,,,
2358,02/15/2018 07:07:41 PM,9.571,,,,,,
2359,02/15/2018 07:22:41 PM,9.571,,,,,,
2360,02/15/2018 07:37:41 PM,9.571,,,,,,
2361,02/15/2018 07:40:38 PM,,11.1,,,,,
2362,02/15/2018 07:52:41 PM,9.571,,,,,,
2363,02/15/2018 07:58:29 PM,,11.2,,,,,
2364,02/15/2018 08:07:41 PM,9.472,,,,,,
2365,02/15/2018 08:22:41 PM,9.472,,,,,,
2366,02/15/2018 08:37:41 PM,9.571,,,,,,
2367,02/15/2018 08:52:41 PM,9.571,,,,,,
2368,02/15/2018 09:07:41 PM,9.571,,,,,,
2369,02/15/2018 09:22:41 PM,9.571,,,,,,
2370,02/15/2018 09:37:41 PM,9.472,,,,,,
2371,02/15/2018 09:52:41 PM,9.472,,,,,,
2372,02/15/2018 10:07:41 PM,9.472,,,,,,
2373,02/15/2018 10:22:41 PM,9.472,,,,,,
2374,02/15/2018 10:37:41 PM,9.472,,,,,,
2375,02/15/2018 10:52:41 PM,9.472,,,,,,
2376,02/15/2018 10:57:23 PM,,11.3,,,,,
2377,02/15/2018 11:07:41 PM,9.373,,,,,,
2378,02/15/2018 11:09:04 PM,,11.4,,,,,
2379,02/15/2018 11:17:20 PM,,11.5,,,,,
2380,02/15/2018 11:22:41 PM,9.373,,,,,,
2381,02/15/2018 11:32:19 PM,,11.6,,,,,
2382,02/15/2018 11:37:41 PM,9.373,,,,,,
2383,02/15/2018 11:52:41 PM,9.275,,,,,,
2384,02/16/2018 12:07:41 AM,9.275,,,,,,
2385,02/16/2018 12:16:35 AM,,11.7,,,,,
2386,02/16/2018 12:22:41 AM,9.275,,,,,,
2387,02/16/2018 12:26:04 AM,,11.8,,,,,
2388,02/16/2018 12:37:41 AM,9.176,,,,,,
2389,02/16/2018 12:40:33 AM,,11.9,,,,,
2390,02/16/2018 12:42:08 AM,,12.0,,,,,
2391,02/16/2018 12:44:06 AM,,12.1,,,,,
2392,02/16/2018 12:49:23 AM,,12.2,,,,,
2393,02/16/2018 12:52:41 AM,9.176,,,,,,
2394,02/16/2018 12:59:02 AM,,12.3,,,,,
2395,02/16/2018 01:07:41 AM,9.176,,,,,,
2396,02/16/2018 01:22:41 AM,9.176,,,,,,
2397,02/16/2018 01:37:41 AM,9.176,,,,,,
2398,02/16/2018 01:52:41 AM,9.176,,,,,,
2399,02/16/2018 02:07:41 AM,9.176,,,,,,
2400,02/16/2018 02:22:41 AM,9.176,,,,,,
2401,02/16/2018 02:37:41 AM,9.077,,,,,,
2402,02/16/2018 02:52:41 AM,8.978,,,,,,
2403,02/16/2018 03:07:41 AM,8.879,,,,,,
2404,02/16/2018 03:22:41 AM,8.879,,,,,,
2405,02/16/2018 03:26:29 AM,,12.4,,,,,
2406,02/16/2018 03:37:41 AM,8.879,,,,,,
2407,02/16/2018 03:52:41 AM,8.879,,,,,,
2408,02/16/2018 04:07:41 AM,8.879,,,,,,
2409,02/16/2018 04:22:41 AM,8.879,,,,,,
2410,02/16/2018 04:37:41 AM,8.779,,,,,,
2411,02/16/2018 04:52:41 AM,8.779,,,,,,
2412,02/16/2018 05:07:41 AM,8.779,,,,,,
2413,02/16/2018 05:22:41 AM,8.879,,,,,,
2414,02/16/2018 05:37:41 AM,8.779,,,,,,
2415,02/16/2018 05:52:41 AM,8.779,,,,,,
2416,02/16/2018 06:07:41 AM,8.779,,,,,,
2417,02/16/2018 06:22:41 AM,8.779,,,,,,
2418,02/16/2018 06:26:57 AM,,12.5,,,,,
2419,02/16/2018 06:37:41 AM,8.779,,,,,,
2420,02/16/2018 06:52:41 AM,8.879,,,,,,
2421,02/16/2018 07:07:41 AM,8.879,,,,,,
2422,02/16/2018 07:22:41 AM,8.978,,,,,,
2423,02/16/2018 07:37:41 AM,8.978,,,,,,
2424,02/16/2018 07:52:41 AM,9.077,,,,,,
2425,02/16/2018 08:07:41 AM,9.176,,,,,,
2426,02/16/2018 08:22:41 AM,9.373,,,,,,
2427,02/16/2018 08:37:41 AM,9.176,,,,,,
2428,02/16/2018 08:52:41 AM,9.077,,,,,,
2429,02/16/2018 09:07:41 AM,9.077,,,,,,
2430,02/16/2018 09:22:41 AM,9.472,,,,,,
2431,02/16/2018 09:32:22 AM,,12.6,,,,,
2432,02/16/2018 09:37:41 AM,9.866,,,,,,
2433,02/16/2018 09:52:41 AM,10.161,,,,,,
2434,02/16/2018 10:07:41 AM,10.748,,,,,,
2435,02/16/2018 10:22:41 AM,11.041,,,,,,
2436,02/16/2018 10:37:41 AM,11.528,,,,,,
2437,02/16/2018 10:52:41 AM,14.134,,,,,,
2438,02/16/2018 11:07:41 AM,14.613,,,,,,
2439,02/16/2018 11:22:41 AM,13.461,,,,,,
2440,02/16/2018 11:37:41 AM,12.690,,,,,,
2441,02/16/2018 11:52:41 AM,12.497,,,,,,
2442,02/16/2018 12:07:41 PM,11.334,,,,,,
2443,02/16/2018 12:22:41 PM,11.041,,,,,,
2444,02/16/2018 12:37:41 PM,10.846,,,,,,
2445,02/16/2018 12:52:41 PM,10.748,,,,,,
2446,02/16/2018 01:07:41 PM,10.651,,,,,,
2447,02/16/2018 01:22:41 PM,10.748,,,,,,
2448,02/16/2018 01:37:41 PM,11.139,,,,,,
2449,02/16/2018 01:44:33 PM,,12.7,,,,,
2450,02/16/2018 01:52:41 PM,11.431,,,,,,
2451,02/16/2018 02:07:41 PM,11.334,,,,,,
2452,02/16/2018 02:22:41 PM,11.334,,,,,,
2453,02/16/2018 02:37:41 PM,11.528,,,,,,
2454,02/16/2018 02:52:41 PM,11.041,,,,,,
2455,02/16/2018 03:07:41 PM,11.431,,,,,,
2456,02/16/2018 03:22:41 PM,11.139,,,,,,
2457,02/16/2018 03:31:16 PM,,12.8,,,,,
2458,02/16/2018 03:37:41 PM,10.944,,,,,,
2459,02/16/2018 03:52:41 PM,10.846,,,,,,
2460,02/16/2018 04:07:41 PM,10.553,,,,,,
2461,02/16/2018 04:22:41 PM,10.357,,,,,,
2462,02/16/2018 04:37:41 PM,10.357,,,,,,
2463,02/16/2018 04:52:41 PM,10.553,,,,,,
2464,02/16/2018 05:07:41 PM,10.259,,,,,,
2465,02/16/2018 05:22:41 PM,9.965,,,,,,
2466,02/16/2018 05:37:41 PM,9.571,,,,,,
2467,02/16/2018 05:52:41 PM,9.472,,,,,,
2468,02/16/2018 06:07:41 PM,9.373,,,,,,
2469,02/16/2018 06:22:41 PM,9.176,,,,,,
2470,02/16/2018 06:37:41 PM,9.176,,,,,,
2471,02/16/2018 06:52:41 PM,9.176,,,,,,
2472,02/16/2018 07:07:41 PM,9.176,,,,,,
2473,02/16/2018 07:22:41 PM,9.176,,,,,,
2474,02/16/2018 07:37:41 PM,9.077,,,,,,
2475,02/16/2018 07:52:41 PM,9.077,,,,,,
2476,02/16/2018 08:07:41 PM,9.077,,,,,,
2477,02/16/2018 08:22:41 PM,9.077,,,,,,
2478,02/16/2018 08:37:41 PM,9.077,,,,,,
2479,02/16/2018 08:52:41 PM,9.077,,,,,,
2480,02/16/2018 09:07:41 PM,9.077,,,,,,
2481,02/16/2018 09:22:41 PM,9.077,,,,,,
2482,02/16/2018 09:37:41 PM,9.077,,,,,,
2483,02/16/2018 09:52:41 PM,9.176,,,,,,
2484,02/16/2018 10:07:41 PM,9.077,,,,,,
2485,02/16/2018 10:22:41 PM,9.077,,,,,,
2486,02/16/2018 10:37:41 PM,9.077,,,,,,
2487,02/16/2018 10:52:41 PM,9.077,,,,,,
2488,02/16/2018 11:07:41 PM,9.077,,,,,,
2489,02/16/2018 11:22:41 PM,9.077,,,,,,
2490,02/16/2018 11:37:41 PM,9.077,,,,,,
2491,02/16/2018 11:52:41 PM,9.077,,,,,,
2492,02/17/2018 12:07:41 AM,9.077,,,,,,
2493,02/17/2018 12:22:41 AM,9.077,,,,,,
2494,02/17/2018 12:37:41 AM,9.077,,,,,,
2495,02/17/2018 12:52:41 AM,8.978,,,,,,
2496,02/17/2018 01:07:41 AM,8.978,,,,,,
2497,02/17/2018 01:22:41 AM,8.978,,,,,,
2498,02/17/2018 01:37:41 AM,8.879,,,,,,
2499,02/17/2018 01:52:41 AM,8.879,,,,,,
2500,02/17/2018 02:00:33 AM,,12.9,,,,,
2501,02/17/2018 02:07:41 AM,8.879,,,,,,
2502,02/17/2018 02:20:40 AM,,13.0,,,,,
2503,02/17/2018 02:22:41 AM,8.879,,,,,,
2504,02/17/2018 02:37:41 AM,8.779,,,,,,
2505,02/17/2018 02:52:41 AM,8.779,,,,,,
2506,02/17/2018 03:07:41 AM,8.779,,,,,,
2507,02/17/2018 03:22:41 AM,8.779,,,,,,
2508,02/17/2018 03:37:41 AM,8.779,,,,,,
2509,02/17/2018 03:40:46 AM,,13.1,,,,,
2510,02/17/2018 03:52:41 AM,8.680,,,,,,
2511,02/17/2018 04:01:17 AM,,13.2,,,,,
2512,02/17/2018 04:07:41 AM,8.680,,,,,,
2513,02/17/2018 04:19:19 AM,,13.3,,,,,
2514,02/17/2018 04:22:41 AM,8.581,,,,,,
2515,02/17/2018 04:37:41 AM,8.581,,,,,,
2516,02/17/2018 04:38:36 AM,,13.4,,,,,
2517,02/17/2018 04:49:17 AM,,13.5,,,,,
2518,02/17/2018 04:52:41 AM,8.581,,,,,,
2519,02/17/2018 05:02:21 AM,,13.6,,,,,
2520,02/17/2018 05:07:41 AM,8.581,,,,,,
2521,02/17/2018 05:16:38 AM,,13.7,,,,,
2522,02/17/2018 05:21:45 AM,,13.8,,,,,
2523,02/17/2018 05:22:41 AM,8.581,,,,,,
2524,02/17/2018 05:30:58 AM,,13.9,,,,,
2525,02/17/2018 05:37:41 AM,8.581,,,,,,
2526,02/17/2018 05:42:13 AM,,14.0,,,,,
2527,02/17/2018 05:48:21 AM,,14.1,,,,,
2528,02/17/2018 05:52:41 AM,8.581,,,,,,
2529,02/17/2018 05:55:52 AM,,14.2,,,,,
2530,02/17/2018 06:07:41 AM,8.581,,,,,,
2531,02/17/2018 06:22:41 AM,8.581,,,,,,
2532,02/17/2018 06:35:22 AM,,14.3,,,,,
2533,02/17/2018 06:37:41 AM,8.680,,,,,,
2534,02/17/2018 06:52:41 AM,8.779,,,,,,
2535,02/17/2018 07:07:41 AM,8.779,,,,,,
2536,02/17/2018 07:17:26 AM,,14.4,,,,,
2537,02/17/2018 07:20:11 AM,,14.5,,,,,
2538,02/17/2018 07:22:15 AM,,14.6,,,,,
2539,02/17/2018 07:22:41 AM,8.779,,,,,,
2540,02/17/2018 07:32:50 AM,,14.7,,,,,
2541,02/17/2018 07:37:41 AM,8.879,,,,,,
2542,02/17/2018 07:50:25 AM,,14.8,,,,,
2543,02/17/2018 07:52:41 AM,8.978,,,,,,
2544,02/17/2018 07:54:57 AM,,14.9,,,,,
2545,02/17/2018 08:07:22 AM,,15.0,,,,,
2546,02/17/2018 08:07:41 AM,9.077,,,,,,
2547,02/17/2018 08:22:41 AM,9.571,,,,,,
2548,02/17/2018 08:37:41 AM,9.669,,,,,,
2549,02/17/2018 08:52:41 AM,9.965,,,,,,
2550,02/17/2018 09:07:41 AM,10.553,,,,,,
2551,02/17/2018 09:16:28 AM,,15.1,,,,,
2552,02/17/2018 09:22:41 AM,10.553,,,,,,
2553,02/17/2018 09:37:41 AM,10.553,,,,,,
2554,02/17/2018 09:52:41 AM,10.748,,,,,,
2555,02/17/2018 10:07:41 AM,10.846,,,,,,
2556,02/17/2018 10:22:41 AM,12.207,,,,,,
2557,02/17/2018 10:37:41 AM,11.334,,,,,,
2558,02/17/2018 10:38:56 AM,,15.2,,,,,
2559,02/17/2018 10:43:53 AM,,15.3,,,,,
2560,02/17/2018 10:46:27 AM,,15.4,,,,,
2561,02/17/2018 10:48:57 AM,,15.5,,,,,
2562,02/17/2018 10:52:31 AM,,15.6,,,,,
2563,02/17/2018 10:52:41 AM,11.819,,,,,,
2564,02/17/2018 10:55:51 AM,,15.7,,,,,
2565,02/17/2018 11:00:34 AM,,15.8,,,,,
2566,02/17/2018 11:07:41 AM,12.304,,,,,,
2567,02/17/2018 11:16:54 AM,,15.9,,,,,
2568,02/17/2018 11:22:41 AM,11.722,,,,,,
2569,02/17/2018 11:32:12 AM,,16.0,,,,,
2570,02/17/2018 11:37:41 AM,11.431,,,,,,
2571,02/17/2018 11:52:41 AM,11.916,,,,,,
2572,02/17/2018 12:07:41 PM,12.207,,,,,,
2573,02/17/2018 12:15:45 PM,,16.1,,,,,
2574,02/17/2018 12:22:41 PM,12.690,,,,,,
2575,02/17/2018 12:37:41 PM,12.594,,,,,,
2576,02/17/2018 12:52:41 PM,12.594,,,,,,
2577,02/17/2018 01:07:41 PM,12.401,,,,,,
2578,02/17/2018 01:22:41 PM,11.722,,,,,,
2579,02/17/2018 01:37:41 PM,11.431,,,,,,
2580,02/17/2018 01:52:41 PM,11.528,,,,,,
2581,02/17/2018 02:07:41 PM,11.819,,,,,,
2582,02/17/2018 02:22:41 PM,11.819,,,,,,
2583,02/17/2018 02:37:41 PM,11.722,,,,,,
2584,02/17/2018 02:52:41 PM,12.013,,,,,,
2585,02/17/2018 03:07:41 PM,12.401,,,,,,
2586,02/17/2018 03:22:41 PM,12.110,,,,,,
2587,02/17/2018 03:37:41 PM,11.431,,,,,,
2588,02/17/2018 03:52:41 PM,11.139,,,,,,
2589,02/17/2018 04:07:41 PM,11.139,,,,,,
2590,02/17/2018 04:22:41 PM,11.041,,,,,,
2591,02/17/2018 04:37:41 PM,12.110,,,,,,
2592,02/17/2018 04:52:41 PM,12.883,,,,,,
2593,02/17/2018 05:07:41 PM,13.076,,,,,,
2594,02/17/2018 05:22:41 PM,13.365,,,,,,
2595,02/17/2018 05:37:41 PM,12.497,,,,,,
2596,02/17/2018 05:52:41 PM,11.722,,,,,,
2597,02/17/2018 06:07:41 PM,11.236,,,,,,
2598,02/17/2018 06:22:41 PM,10.651,,,,,,
2599,02/17/2018 06:37:41 PM,9.965,,,,,,
2600,02/17/2018 06:52:41 PM,9.077,,,,,,
