"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
3559,02/25/2018 06:52:41 AM,5.037,,,,,,
3560,02/25/2018 07:07:41 AM,5.347,,,,,,
3561,02/25/2018 07:22:41 AM,6.573,,,,,,
3562,02/25/2018 07:37:41 AM,7.682,,,,,,
3563,02/25/2018 07:52:41 AM,7.682,,,,,,
3564,02/25/2018 08:07:41 AM,9.866,,,,,,
3565,02/25/2018 08:22:41 AM,10.846,,,,,,
3566,02/25/2018 08:37:41 AM,15.187,,,,,,
3567,02/25/2018 08:52:41 AM,17.760,,,,,,
3568,02/25/2018 09:07:41 AM,18.711,,,,,,
3569,02/25/2018 09:22:41 AM,19.758,,,,,,
3570,02/25/2018 09:37:41 AM,20.329,,,,,,
3571,02/25/2018 09:52:41 AM,21.282,,,,,,
3572,02/25/2018 10:07:41 AM,21.187,,,,,,
3573,02/25/2018 10:22:41 AM,20.996,,,,,,
3574,02/25/2018 10:37:41 AM,20.615,,,,,,
3575,02/25/2018 10:52:41 AM,20.996,,,,,,
3576,02/25/2018 11:07:41 AM,20.234,,,,,,
3577,02/25/2018 11:22:41 AM,19.758,,,,,,
3578,02/25/2018 11:37:41 AM,21.187,,,,,,
3579,02/25/2018 11:52:41 AM,21.091,,,,,,
3580,02/25/2018 12:07:41 PM,21.282,,,,,,
3581,02/25/2018 12:22:41 PM,17.855,,,,,,
3582,02/25/2018 12:37:41 PM,17.189,,,,,,
3583,02/25/2018 12:52:41 PM,16.903,,,,,,
3584,02/25/2018 01:07:41 PM,17.094,,,,,,
3585,02/25/2018 01:22:41 PM,18.711,,,,,,
3586,02/25/2018 01:37:41 PM,20.329,,,,,,
3587,02/25/2018 01:52:41 PM,17.665,,,,,,
3588,02/25/2018 02:07:41 PM,16.808,,,,,,
3589,02/25/2018 02:22:41 PM,19.948,,,,,,
3590,02/25/2018 02:37:41 PM,20.519,,,,,,
3591,02/25/2018 02:52:41 PM,17.094,,,,,,
3592,02/25/2018 03:07:41 PM,18.521,,,,,,
3593,02/25/2018 03:22:41 PM,16.523,,,,,,
3594,02/25/2018 03:37:41 PM,16.713,,,,,,
3595,02/25/2018 03:52:41 PM,14.613,,,,,,
3596,02/25/2018 04:07:41 PM,13.654,,,,,,
3597,02/25/2018 04:22:41 PM,13.269,,,,,,
3598,02/25/2018 04:37:41 PM,12.110,,,,,,
3599,02/25/2018 04:52:41 PM,11.819,,,,,,
3600,02/25/2018 05:07:41 PM,11.722,,,,,,
3601,02/25/2018 05:22:41 PM,11.722,,,,,,
3602,02/25/2018 05:37:41 PM,11.236,,,,,,
3603,02/25/2018 05:52:41 PM,11.041,,,,,,
3604,02/25/2018 06:07:41 PM,10.455,,,,,,
3605,02/25/2018 06:22:41 PM,10.063,,,,,,
3606,02/25/2018 06:37:41 PM,9.866,,,,,,
3607,02/25/2018 06:52:41 PM,9.669,,,,,,
3608,02/25/2018 07:07:41 PM,9.571,,,,,,
3609,02/25/2018 07:22:41 PM,9.571,,,,,,
3610,02/25/2018 07:37:41 PM,9.472,,,,,,
3611,02/25/2018 07:52:41 PM,9.472,,,,,,
3612,02/25/2018 08:07:41 PM,9.373,,,,,,
3613,02/25/2018 08:22:41 PM,9.275,,,,,,
3614,02/25/2018 08:37:41 PM,9.275,,,,,,
3615,02/25/2018 08:52:41 PM,9.275,,,,,,
3616,02/25/2018 09:07:41 PM,9.176,,,,,,
3617,02/25/2018 09:22:41 PM,9.077,,,,,,
3618,02/25/2018 09:37:41 PM,8.680,,,,,,
3619,02/25/2018 09:52:41 PM,7.983,,,,,,
3620,02/25/2018 10:07:41 PM,7.381,,,,,,
3621,02/25/2018 10:22:41 PM,6.775,,,,,,
3622,02/25/2018 10:37:41 PM,6.573,,,,,,
3623,02/25/2018 10:52:41 PM,6.268,,,,,,
3624,02/25/2018 11:07:41 PM,6.268,,,,,,
3625,02/25/2018 11:22:41 PM,6.064,,,,,,
3626,02/25/2018 11:37:41 PM,6.370,,,,,,
3627,02/25/2018 11:52:41 PM,6.775,,,,,,
3628,02/26/2018 12:07:41 AM,6.166,,,,,,
3629,02/26/2018 12:22:41 AM,5.962,,,,,,
3630,02/26/2018 12:37:41 AM,5.757,,,,,,
3631,02/26/2018 12:52:41 AM,5.860,,,,,,
3632,02/26/2018 01:07:41 AM,5.757,,,,,,
3633,02/26/2018 01:22:41 AM,5.655,,,,,,
3634,02/26/2018 01:37:41 AM,5.757,,,,,,
3635,02/26/2018 01:52:41 AM,5.347,,,,,,
3636,02/26/2018 02:07:41 AM,5.141,,,,,,
3637,02/26/2018 02:22:41 AM,4.934,,,,,,
3638,02/26/2018 02:37:41 AM,5.037,,,,,,
3639,02/26/2018 02:52:41 AM,4.831,,,,,,
3640,02/26/2018 03:07:41 AM,4.727,,,,,,
3641,02/26/2018 03:22:41 AM,3.893,,,,,,
3642,02/26/2018 03:37:41 AM,3.472,,,,,,
3643,02/26/2018 03:52:41 AM,3.683,,,,,,
3644,02/26/2018 04:07:41 AM,3.893,,,,,,
3645,02/26/2018 04:22:41 AM,3.261,,,,,,
3646,02/26/2018 04:37:41 AM,3.683,,,,,,
3647,02/26/2018 04:52:41 AM,3.578,,,,,,
3648,02/26/2018 05:07:41 AM,3.683,,,,,,
3649,02/26/2018 05:22:41 AM,3.578,,,,,,
3650,02/26/2018 05:37:41 AM,3.788,,,,,,
3651,02/26/2018 05:52:41 AM,3.788,,,,,,
3652,02/26/2018 06:07:41 AM,3.472,,,,,,
3653,02/26/2018 06:22:41 AM,3.049,,,,,,
3654,02/26/2018 06:37:41 AM,2.943,,,,,,
3655,02/26/2018 06:52:41 AM,3.472,,,,,,
3656,02/26/2018 07:07:41 AM,4.727,,,,,,
3657,02/26/2018 07:22:41 AM,6.978,,,,,,
3658,02/26/2018 07:37:41 AM,7.983,,,,,,
3659,02/26/2018 07:52:41 AM,8.978,,,,,,
3660,02/26/2018 08:07:41 AM,10.259,,,,,,
3661,02/26/2018 08:22:41 AM,11.819,,,,,,
3662,02/26/2018 08:37:41 AM,12.401,,,,,,
3663,02/26/2018 08:52:41 AM,13.173,,,,,,
3664,02/26/2018 09:07:41 AM,14.421,,,,,,
3665,02/26/2018 09:22:41 AM,16.523,,,,,,
3666,02/26/2018 09:37:41 AM,17.570,,,,,,
3667,02/26/2018 09:52:41 AM,19.092,,,,,,
3668,02/26/2018 10:07:41 AM,20.043,,,,,,
3669,02/26/2018 10:22:41 AM,20.329,,,,,,
3670,02/26/2018 10:37:41 AM,21.855,,,,,,
3671,02/26/2018 10:52:41 AM,22.046,,,,,,
3672,02/26/2018 11:07:41 AM,20.710,,,,,,
3673,02/26/2018 11:22:41 AM,20.710,,,,,,
3674,02/26/2018 11:37:41 AM,18.616,,,,,,
3675,02/26/2018 11:52:41 AM,17.570,,,,,,
3676,02/26/2018 12:07:41 PM,19.853,,,,,,
3677,02/26/2018 12:22:41 PM,23.100,,,,,,
3678,02/26/2018 12:37:41 PM,21.473,,,,,,
3679,02/26/2018 12:52:41 PM,20.901,,,,,,
3680,02/26/2018 01:07:41 PM,22.046,,,,,,
3681,02/26/2018 01:22:41 PM,19.472,,,,,,
3682,02/26/2018 01:37:41 PM,17.475,,,,,,
3683,02/26/2018 01:52:41 PM,17.665,,,,,,
3684,02/26/2018 02:07:41 PM,16.808,,,,,,
3685,02/26/2018 02:22:41 PM,15.282,,,,,,
3686,02/26/2018 02:37:41 PM,13.461,,,,,,
3687,02/26/2018 02:52:41 PM,13.269,,,,,,
3688,02/26/2018 03:07:41 PM,13.846,,,,,,
3689,02/26/2018 03:22:41 PM,13.654,,,,,,
3690,02/26/2018 03:37:41 PM,12.594,,,,,,
3691,02/26/2018 03:52:41 PM,11.431,,,,,,
3692,02/26/2018 04:07:41 PM,11.236,,,,,,
3693,02/26/2018 04:22:41 PM,11.722,,,,,,
3694,02/26/2018 04:37:41 PM,11.722,,,,,,
3695,02/26/2018 04:52:41 PM,11.236,,,,,,
3696,02/26/2018 05:07:41 PM,11.236,,,,,,
3697,02/26/2018 05:22:41 PM,10.846,,,,,,
3698,02/26/2018 05:37:41 PM,10.553,,,,,,
3699,02/26/2018 05:52:41 PM,10.161,,,,,,
3700,02/26/2018 06:07:41 PM,9.965,,,,,,
3701,02/26/2018 06:22:41 PM,9.866,,,,,,
3702,02/26/2018 06:37:41 PM,9.768,,,,,,
3703,02/26/2018 06:52:41 PM,9.373,,,,,,
3704,02/26/2018 07:07:41 PM,8.879,,,,,,
3705,02/26/2018 07:22:41 PM,8.978,,,,,,
3706,02/26/2018 07:37:41 PM,9.077,,,,,,
3707,02/26/2018 07:52:41 PM,9.176,,,,,,
3708,02/26/2018 08:07:41 PM,9.176,,,,,,
3709,02/26/2018 08:22:41 PM,9.176,,,,,,
3710,02/26/2018 08:37:41 PM,9.176,,,,,,
3711,02/26/2018 08:52:41 PM,9.176,,,,,,
3712,02/26/2018 09:07:41 PM,8.382,,,,,,
3713,02/26/2018 09:22:41 PM,7.582,,,,,,
3714,02/26/2018 09:37:41 PM,6.978,,,,,,
3715,02/26/2018 09:52:41 PM,6.674,,,,,,
3716,02/26/2018 10:07:41 PM,6.268,,,,,,
3717,02/26/2018 10:22:41 PM,5.962,,,,,,
3718,02/26/2018 10:37:41 PM,5.757,,,,,,
3719,02/26/2018 10:52:41 PM,5.655,,,,,,
3720,02/26/2018 11:07:41 PM,5.552,,,,,,
3721,02/26/2018 11:22:41 PM,5.655,,,,,,
3722,02/26/2018 11:37:41 PM,5.450,,,,,,
3723,02/26/2018 11:52:41 PM,5.347,,,,,,
3724,02/27/2018 12:07:41 AM,5.244,,,,,,
3725,02/27/2018 12:22:41 AM,5.450,,,,,,
3726,02/27/2018 12:37:41 AM,5.450,,,,,,
3727,02/27/2018 12:52:41 AM,5.244,,,,,,
3728,02/27/2018 01:07:41 AM,5.450,,,,,,
3729,02/27/2018 01:22:41 AM,5.552,,,,,,
3730,02/27/2018 01:37:41 AM,5.655,,,,,,
3731,02/27/2018 01:52:41 AM,5.860,,,,,,
3732,02/27/2018 02:07:41 AM,5.962,,,,,,
3733,02/27/2018 02:22:41 AM,6.064,,,,,,
3734,02/27/2018 02:37:41 AM,5.757,,,,,,
3735,02/27/2018 02:52:41 AM,5.860,,,,,,
3736,02/27/2018 03:07:41 AM,5.757,,,,,,
3737,02/27/2018 03:22:41 AM,5.552,,,,,,
3738,02/27/2018 03:37:41 AM,5.141,,,,,,
3739,02/27/2018 03:52:41 AM,5.347,,,,,,
3740,02/27/2018 04:07:41 AM,4.623,,,,,,
3741,02/27/2018 04:22:41 AM,5.141,,,,,,
3742,02/27/2018 04:37:41 AM,5.037,,,,,,
3743,02/27/2018 04:52:41 AM,5.347,,,,,,
3744,02/27/2018 05:07:41 AM,5.244,,,,,,
3745,02/27/2018 05:22:41 AM,5.347,,,,,,
3746,02/27/2018 05:37:41 AM,4.415,,,,,,
3747,02/27/2018 05:52:41 AM,3.472,,,,,,
3748,02/27/2018 06:07:41 AM,3.578,,,,,,
3749,02/27/2018 06:22:41 AM,3.998,,,,,,
3750,02/27/2018 06:37:41 AM,4.207,,,,,,
3751,02/27/2018 06:52:41 AM,4.831,,,,,,
3752,02/27/2018 07:07:41 AM,5.860,,,,,,
3753,02/27/2018 07:22:41 AM,6.877,,,,,,
3754,02/27/2018 07:37:41 AM,8.082,,,,,,
3755,02/27/2018 07:52:41 AM,10.063,,,,,,
3756,02/27/2018 08:07:41 AM,12.304,,,,,,
3757,02/27/2018 08:22:41 AM,14.517,,,,,,
3758,02/27/2018 08:37:41 AM,16.999,,,,,,
3759,02/27/2018 08:52:41 AM,18.996,,,,,,
3760,02/27/2018 09:07:41 AM,19.948,,,,,,
3761,02/27/2018 09:22:41 AM,20.519,,,,,,
3762,02/27/2018 09:37:41 AM,20.805,,,,,,
3763,02/27/2018 09:52:41 AM,20.424,,,,,,
3764,02/27/2018 10:07:41 AM,20.234,,,,,,
3765,02/27/2018 10:22:41 AM,20.615,,,,,,
3766,02/27/2018 10:37:41 AM,19.853,,,,,,
3767,02/27/2018 10:52:41 AM,18.901,,,,,,
3768,02/27/2018 11:05:10 AM,,,,Registrado,,,
3769,02/27/2018 11:05:43 AM,,,,,Registrado,,
3770,02/27/2018 11:06:10 AM,,40.0,,,,Registrado,Registrado
