,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_TA_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_RH_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Stat_PA_5m,,Calc_Sum_PR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Stat_SR_5m,,Calc_Sum_SR_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Calc_Stat_Wind_5m,,Charger
date,time,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Sum,status,DirAvg,status,DirMax,status,DirMin,status,GustDir,status,SpdAvg,status,SpdMax,status,SpdMin,status,WRun,status,External_DC
2/25/18,9:30:06 PM,1.307,VALID,1.372,VALID,1.178,VALID,98.431,VALID,98.498,VALID,98.28,VALID,641.761,VALID,641.787,VALID,641.736,VALID,0,VALID,0.018,VALID,0.044,VALID,0,VALID,5.339,VALID,87,VALID,111,VALID,114,VALID,258,VALID,0.281,VALID,0.898,VALID,0,VALID,0.53,VALID,12.96
2/25/18,9:35:06 PM,1.031,VALID,1.174,VALID,0.908,VALID,98.097,VALID,98.297,VALID,97.759,VALID,641.743,VALID,641.805,VALID,641.681,VALID,0,VALID,0.017,VALID,0.046,VALID,0,VALID,4.969,VALID,87,VALID,121,VALID,45,VALID,80,VALID,0.828,VALID,1.398,VALID,0.398,VALID,1.06,VALID,12.96
2/25/18,9:40:06 PM,0.909,VALID,0.983,VALID,0.81,VALID,97.509,VALID,97.81,VALID,97.104,VALID,641.697,VALID,641.729,VALID,641.674,VALID,0,VALID,0.016,VALID,0.052,VALID,0,VALID,4.758,VALID,115,VALID,266,VALID,282,VALID,84,VALID,0.594,VALID,1.297,VALID,0,VALID,0.934,VALID,12.955
2/25/18,9:45:06 PM,1.07,VALID,1.309,VALID,0.805,VALID,98.087,VALID,98.62,VALID,97.124,VALID,641.708,VALID,641.728,VALID,641.683,VALID,0,VALID,0.009,VALID,0.034,VALID,0,VALID,2.831,VALID,230,VALID,266,VALID,185,VALID,254,VALID,0.773,VALID,1.102,VALID,0.398,VALID,0.969,VALID,12.951
2/25/18,9:50:06 PM,1.318,VALID,1.374,VALID,1.265,VALID,98.386,VALID,98.621,VALID,98.247,VALID,641.677,VALID,641.713,VALID,641.643,VALID,0,VALID,0.007,VALID,0.037,VALID,0,VALID,1.998,VALID,201,VALID,248,VALID,163,VALID,211,VALID,0.945,VALID,1.398,VALID,0.398,VALID,1.174,VALID,12.947
2/25/18,9:55:06 PM,1.224,VALID,1.372,VALID,1.054,VALID,97.58,VALID,98.26,VALID,96.655,VALID,641.732,VALID,641.767,VALID,641.699,VALID,0,VALID,0.007,VALID,0.04,VALID,0,VALID,2.194,VALID,235,VALID,291,VALID,146,VALID,218,VALID,0.734,VALID,1.703,VALID,0,VALID,0.943,VALID,12.944
2/25/18,10:00:06 PM,0.867,VALID,1.051,VALID,0.765,VALID,96.046,VALID,96.817,VALID,95.224,VALID,641.727,VALID,641.76,VALID,641.704,VALID,0,VALID,0.01,VALID,0.044,VALID,0,VALID,3.01,VALID,238,VALID,315,VALID,136,VALID,227,VALID,0.617,VALID,1.5,VALID,0,VALID,0.873,VALID,12.943
2/25/18,10:05:06 PM,0.657,VALID,0.83,VALID,0.431,VALID,96.561,VALID,97.087,VALID,95.939,VALID,641.698,VALID,641.73,VALID,641.666,VALID,0,VALID,0.005,VALID,0.041,VALID,0,VALID,1.401,VALID,292,VALID,11,VALID,185,VALID,296,VALID,0.609,VALID,1.602,VALID,0,VALID,0.899,VALID,12.938
2/25/18,10:10:06 PM,0.059,VALID,0.411,VALID,-0.165,VALID,95.431,VALID,97.76,VALID,94.244,VALID,641.7,VALID,641.721,VALID,641.668,VALID,0,VALID,0.002,VALID,0.04,VALID,0,VALID,0.723,VALID,331,VALID,51,VALID,290,VALID,310,VALID,0.664,VALID,1.602,VALID,0,VALID,0.851,VALID,12.935
2/25/18,10:15:06 PM,0.296,VALID,0.419,VALID,0.183,VALID,97.927,VALID,98.098,VALID,97.66,VALID,641.689,VALID,641.728,VALID,641.659,VALID,0,VALID,0.007,VALID,0.038,VALID,0,VALID,2.224,VALID,41,VALID,119,VALID,275,VALID,276,VALID,0.234,VALID,0.797,VALID,0,VALID,0.4,VALID,12.931
2/25/18,10:20:06 PM,0.574,VALID,0.718,VALID,0.426,VALID,97.72,VALID,98.133,VALID,97.027,VALID,641.703,VALID,641.725,VALID,641.675,VALID,0,VALID,0.003,VALID,0.039,VALID,0,VALID,1.016,VALID,328,VALID,355,VALID,249,VALID,348,VALID,0.539,VALID,1.102,VALID,0,VALID,0.674,VALID,12.923
2/25/18,10:25:06 PM,0.669,VALID,0.793,VALID,0.549,VALID,96.199,VALID,97.286,VALID,94.898,VALID,641.732,VALID,641.785,VALID,641.698,VALID,0,VALID,0.004,VALID,0.047,VALID,0,VALID,1.178,VALID,282,VALID,16,VALID,171,VALID,303,VALID,0.273,VALID,1,VALID,0,VALID,0.619,VALID,12.921
2/25/18,10:30:06 PM,0.885,VALID,0.969,VALID,0.793,VALID,97.619,VALID,97.71,VALID,97.324,VALID,641.769,VALID,641.793,VALID,641.751,VALID,0,VALID,0.006,VALID,0.039,VALID,0,VALID,1.652,VALID,220,VALID,251,VALID,177,VALID,205,VALID,0.711,VALID,1.398,VALID,0.398,VALID,0.888,VALID,12.919
2/25/18,10:35:06 PM,1.08,VALID,1.177,VALID,0.973,VALID,96.633,VALID,97.581,VALID,96.134,VALID,641.772,VALID,641.804,VALID,641.751,VALID,0,VALID,0.002,VALID,0.035,VALID,0,VALID,0.566,VALID,209,VALID,244,VALID,171,VALID,200,VALID,1.062,VALID,1.703,VALID,0.5,VALID,1.34,VALID,12.916
2/25/18,10:40:06 PM,1.085,VALID,1.192,VALID,0.844,VALID,95.432,VALID,96.216,VALID,94.411,VALID,641.722,VALID,641.767,VALID,641.683,VALID,0,VALID,0.001,VALID,0.028,VALID,0,VALID,0.216,VALID,252,VALID,313,VALID,211,VALID,240,VALID,1.039,VALID,2.102,VALID,0.602,VALID,1.354,VALID,12.911
2/25/18,10:45:06 PM,0.628,VALID,0.885,VALID,0.3,VALID,94.785,VALID,96.766,VALID,91.818,VALID,641.716,VALID,641.745,VALID,641.691,VALID,0,VALID,0.002,VALID,0.039,VALID,0,VALID,0.745,VALID,292,VALID,331,VALID,261,VALID,293,VALID,1.359,VALID,2.203,VALID,0.602,VALID,1.673,VALID,12.909
2/25/18,10:50:06 PM,1.06,VALID,1.197,VALID,0.899,VALID,95.171,VALID,96.414,VALID,93.075,VALID,641.725,VALID,641.765,VALID,641.68,VALID,0,VALID,0.016,VALID,0.047,VALID,0,VALID,4.859,VALID,279,VALID,314,VALID,184,VALID,292,VALID,1.117,VALID,1.797,VALID,0,VALID,1.4,VALID,12.906
2/25/18,10:55:06 PM,1.034,VALID,1.104,VALID,0.965,VALID,94.592,VALID,95.661,VALID,93.079,VALID,641.748,VALID,641.776,VALID,641.705,VALID,0,VALID,0.023,VALID,0.054,VALID,0,VALID,6.95,VALID,231,VALID,327,VALID,186,VALID,222,VALID,0.914,VALID,1.602,VALID,0.297,VALID,1.171,VALID,12.904
2/25/18,11:00:06 PM,1.25,VALID,1.353,VALID,1.104,VALID,96.095,VALID,96.581,VALID,95.662,VALID,641.678,VALID,641.709,VALID,641.649,VALID,0,VALID,0.017,VALID,0.045,VALID,0,VALID,5.169,VALID,232,VALID,273,VALID,203,VALID,226,VALID,1.031,VALID,1.602,VALID,0.5,VALID,1.283,VALID,12.901
2/25/18,11:05:06 PM,1.361,VALID,1.442,VALID,1.297,VALID,95.526,VALID,95.953,VALID,95.094,VALID,641.694,VALID,641.716,VALID,641.674,VALID,0,VALID,0.013,VALID,0.044,VALID,0,VALID,4.006,VALID,241,VALID,272,VALID,213,VALID,243,VALID,0.945,VALID,1.398,VALID,0.398,VALID,1.15,VALID,12.898
2/25/18,11:10:07 PM,1.407,VALID,1.478,VALID,1.279,VALID,94.77,VALID,95.713,VALID,93.86,VALID,641.682,VALID,641.705,VALID,641.651,VALID,0,VALID,0.009,VALID,0.038,VALID,0,VALID,2.575,VALID,242,VALID,283,VALID,216,VALID,243,VALID,0.906,VALID,1.797,VALID,0.297,VALID,1.11,VALID,12.895
2/25/18,11:15:07 PM,0.999,VALID,1.268,VALID,0.762,VALID,94.116,VALID,94.771,VALID,93.631,VALID,641.657,VALID,641.686,VALID,641.607,VALID,0,VALID,0.009,VALID,0.045,VALID,0,VALID,2.749,VALID,272,VALID,311,VALID,199,VALID,256,VALID,0.75,VALID,1.398,VALID,0,VALID,0.988,VALID,12.897
2/25/18,11:20:07 PM,0.73,VALID,0.857,VALID,0.606,VALID,95.252,VALID,96.258,VALID,94.375,VALID,641.595,VALID,641.646,VALID,641.562,VALID,0,VALID,0.002,VALID,0.022,VALID,0,VALID,0.706,VALID,185,VALID,89,VALID,113,VALID,280,VALID,0.047,VALID,1,VALID,0,VALID,0.39,VALID,12.896
2/25/18,11:25:07 PM,0.678,VALID,0.739,VALID,0.625,VALID,95.435,VALID,96.416,VALID,94.536,VALID,641.646,VALID,641.677,VALID,641.607,VALID,0,VALID,0.004,VALID,0.028,VALID,0,VALID,1.102,VALID,34,VALID,4,VALID,6,VALID,352,VALID,0.156,VALID,1.102,VALID,0,VALID,0.54,VALID,12.897
2/25/18,11:30:07 PM,0.653,VALID,0.773,VALID,0.505,VALID,95.568,VALID,96.376,VALID,94.526,VALID,641.652,VALID,641.674,VALID,641.62,VALID,0,VALID,0.007,VALID,0.04,VALID,0,VALID,2.058,VALID,240,VALID,213,VALID,215,VALID,226,VALID,0.625,VALID,1.703,VALID,0,VALID,0.876,VALID,12.893
2/25/18,11:35:07 PM,0.524,VALID,0.637,VALID,0.378,VALID,95.123,VALID,96.018,VALID,93.794,VALID,641.672,VALID,641.714,VALID,641.618,VALID,0,VALID,0.008,VALID,0.049,VALID,0,VALID,2.362,VALID,294,VALID,335,VALID,137,VALID,302,VALID,0.953,VALID,1.5,VALID,0,VALID,1.181,VALID,12.892
2/25/18,11:40:07 PM,0.769,VALID,0.946,VALID,0.515,VALID,94.427,VALID,94.818,VALID,93.696,VALID,641.641,VALID,641.688,VALID,641.603,VALID,0,VALID,0.01,VALID,0.048,VALID,0,VALID,2.975,VALID,274,VALID,316,VALID,199,VALID,309,VALID,0.438,VALID,1.297,VALID,0,VALID,0.59,VALID,12.891
2/25/18,11:45:07 PM,1.137,VALID,1.316,VALID,0.95,VALID,95.001,VALID,95.53,VALID,94.054,VALID,641.584,VALID,641.637,VALID,641.523,VALID,0,VALID,0.009,VALID,0.036,VALID,0,VALID,2.803,VALID,212,VALID,262,VALID,120,VALID,192,VALID,0.875,VALID,1.602,VALID,0,VALID,1.169,VALID,12.888
2/25/18,11:50:07 PM,1.316,VALID,1.38,VALID,1.184,VALID,93.334,VALID,94.969,VALID,90.327,VALID,641.507,VALID,641.545,VALID,641.482,VALID,0,VALID,0,VALID,0.015,VALID,0,VALID,0.115,VALID,257,VALID,326,VALID,157,VALID,315,VALID,0.836,VALID,1.602,VALID,0.5,VALID,1.145,VALID,12.886
2/25/18,11:55:07 PM,1.207,VALID,1.271,VALID,1.073,VALID,92.327,VALID,93.046,VALID,90.608,VALID,641.515,VALID,641.542,VALID,641.475,VALID,0,VALID,0.002,VALID,0.023,VALID,0,VALID,0.606,VALID,146,VALID,66,VALID,88,VALID,169,VALID,0.297,VALID,1.102,VALID,0,VALID,0.655,VALID,12.885
2/26/18,12:00:07 AM,0.827,VALID,1.065,VALID,0.734,VALID,93.267,VALID,94.914,VALID,90.523,VALID,641.431,VALID,641.484,VALID,641.379,VALID,0,VALID,0.002,VALID,0.024,VALID,0,VALID,0.647,VALID,33,VALID,82,VALID,339,VALID,348,VALID,0.625,VALID,1.398,VALID,0,VALID,0.86,VALID,12.888
2/26/18,12:05:07 AM,0.864,VALID,1.073,VALID,0.709,VALID,94.538,VALID,95.142,VALID,94.117,VALID,641.38,VALID,641.41,VALID,641.345,VALID,0,VALID,0.008,VALID,0.035,VALID,0,VALID,2.545,VALID,295,VALID,186,VALID,216,VALID,74,VALID,0.125,VALID,1.297,VALID,0,VALID,0.65,VALID,12.883
2/26/18,12:10:07 AM,1.177,VALID,1.238,VALID,1.079,VALID,93.312,VALID,94.232,VALID,91.789,VALID,641.327,VALID,641.37,VALID,641.287,VALID,0,VALID,0.012,VALID,0.037,VALID,0,VALID,3.703,VALID,147,VALID,104,VALID,115,VALID,138,VALID,0.281,VALID,1.297,VALID,0,VALID,0.695,VALID,12.88
2/26/18,12:15:06 AM,1.268,VALID,1.516,VALID,1.038,VALID,92.091,VALID,93.079,VALID,90.911,VALID,641.249,VALID,641.3,VALID,641.207,VALID,0,VALID,0.009,VALID,0.041,VALID,0,VALID,2.848,VALID,245,VALID,327,VALID,329,VALID,255,VALID,1.125,VALID,3.703,VALID,0,VALID,1.618,VALID,12.875
2/26/18,12:20:06 AM,1.955,VALID,2.454,VALID,1.524,VALID,90.57,VALID,91.47,VALID,89.18,VALID,641.183,VALID,641.215,VALID,641.148,VALID,0,VALID,0.011,VALID,0.057,VALID,0,VALID,3.302,VALID,251,VALID,335,VALID,188,VALID,242,VALID,1.789,VALID,4.703,VALID,0,VALID,2.235,VALID,12.876
2/26/18,12:25:06 AM,2.67,VALID,2.806,VALID,2.456,VALID,86.763,VALID,89.116,VALID,85.965,VALID,641.152,VALID,641.181,VALID,641.127,VALID,0,VALID,0.015,VALID,0.043,VALID,0,VALID,4.49,VALID,250,VALID,317,VALID,220,VALID,245,VALID,2.312,VALID,5.5,VALID,0.602,VALID,2.889,VALID,12.874
2/26/18,12:30:06 AM,2.712,VALID,2.764,VALID,2.603,VALID,86.332,VALID,86.938,VALID,85.899,VALID,641.143,VALID,641.162,VALID,641.127,VALID,0,VALID,0.008,VALID,0.037,VALID,0,VALID,2.509,VALID,243,VALID,306,VALID,204,VALID,237,VALID,3.078,VALID,5.602,VALID,0.797,VALID,3.767,VALID,12.874
2/26/18,12:35:06 AM,2.531,VALID,2.676,VALID,2.452,VALID,86.587,VALID,87.188,VALID,85.927,VALID,641.136,VALID,641.16,VALID,641.106,VALID,0,VALID,0.01,VALID,0.045,VALID,0,VALID,2.944,VALID,241,VALID,286,VALID,183,VALID,248,VALID,2.758,VALID,4.297,VALID,0.398,VALID,3.373,VALID,12.871
2/26/18,12:40:06 AM,2.55,VALID,2.694,VALID,2.434,VALID,86.719,VALID,87.184,VALID,86.189,VALID,641.09,VALID,641.135,VALID,641.037,VALID,0,VALID,0.006,VALID,0.034,VALID,0,VALID,1.702,VALID,236,VALID,275,VALID,183,VALID,246,VALID,2.266,VALID,4,VALID,1,VALID,2.858,VALID,12.871
2/26/18,12:45:06 AM,2.765,VALID,3,VALID,2.543,VALID,85.896,VALID,86.725,VALID,84.371,VALID,641.005,VALID,641.08,VALID,640.938,VALID,0,VALID,0.011,VALID,0.043,VALID,0,VALID,3.418,VALID,245,VALID,288,VALID,223,VALID,249,VALID,2.789,VALID,4.797,VALID,0.898,VALID,3.397,VALID,12.87
2/26/18,12:50:06 AM,2.712,VALID,2.79,VALID,2.637,VALID,85.475,VALID,85.951,VALID,84.486,VALID,640.88,VALID,640.953,VALID,640.828,VALID,0,VALID,0.02,VALID,0.052,VALID,0,VALID,6.148,VALID,238,VALID,264,VALID,212,VALID,237,VALID,3.5,VALID,4.797,VALID,1.797,VALID,4.242,VALID,12.866
2/26/18,12:55:06 AM,2.618,VALID,2.864,VALID,2.526,VALID,85.312,VALID,85.65,VALID,84.975,VALID,640.795,VALID,640.835,VALID,640.733,VALID,0,VALID,0.025,VALID,0.062,VALID,0,VALID,7.473,VALID,243,VALID,315,VALID,217,VALID,239,VALID,3.547,VALID,6.602,VALID,1,VALID,4.335,VALID,12.866
2/26/18,1:00:06 AM,3.041,VALID,3.166,VALID,2.874,VALID,83.691,VALID,84.957,VALID,82.909,VALID,640.689,VALID,640.778,VALID,640.609,VALID,0,VALID,0.018,VALID,0.05,VALID,0,VALID,5.462,VALID,243,VALID,288,VALID,212,VALID,237,VALID,4.414,VALID,6.797,VALID,1.703,VALID,5.381,VALID,12.865
2/26/18,1:05:06 AM,3.128,VALID,3.296,VALID,2.944,VALID,82.857,VALID,83.673,VALID,81.807,VALID,640.584,VALID,640.651,VALID,640.51,VALID,0,VALID,0.01,VALID,0.039,VALID,0,VALID,2.873,VALID,249,VALID,309,VALID,231,VALID,263,VALID,4.328,VALID,7.102,VALID,1.797,VALID,5.297,VALID,12.863
2/26/18,1:10:06 AM,3.412,VALID,3.459,VALID,3.311,VALID,80.272,VALID,81.702,VALID,79.529,VALID,640.579,VALID,640.651,VALID,640.509,VALID,0,VALID,0.003,VALID,0.029,VALID,0,VALID,0.758,VALID,250,VALID,308,VALID,210,VALID,245,VALID,3.016,VALID,4.898,VALID,1.102,VALID,3.733,VALID,12.86
2/26/18,1:15:06 AM,3.254,VALID,3.463,VALID,2.74,VALID,80.15,VALID,82.258,VALID,79.652,VALID,640.656,VALID,640.682,VALID,640.629,VALID,0,VALID,0.003,VALID,0.032,VALID,0,VALID,0.827,VALID,228,VALID,259,VALID,185,VALID,216,VALID,1.625,VALID,2.703,VALID,0.797,VALID,2.015,VALID,12.86
2/26/18,1:20:06 AM,2.306,VALID,2.729,VALID,1.978,VALID,84.674,VALID,86.996,VALID,82.388,VALID,640.703,VALID,640.743,VALID,640.659,VALID,0,VALID,0.024,VALID,0.05,VALID,0,VALID,7.236,VALID,233,VALID,296,VALID,196,VALID,228,VALID,1.039,VALID,2.102,VALID,0.398,VALID,1.296,VALID,12.858
2/26/18,1:25:06 AM,1.729,VALID,1.966,VALID,1.346,VALID,87.66,VALID,88.351,VALID,87.034,VALID,640.668,VALID,640.743,VALID,640.606,VALID,0,VALID,0.015,VALID,0.052,VALID,0,VALID,4.492,VALID,246,VALID,282,VALID,205,VALID,265,VALID,1.375,VALID,2.602,VALID,0.398,VALID,1.722,VALID,12.856
2/26/18,1:30:06 AM,1.085,VALID,1.327,VALID,0.991,VALID,87.306,VALID,88.772,VALID,84.077,VALID,640.577,VALID,640.616,VALID,640.548,VALID,0,VALID,0.015,VALID,0.049,VALID,0,VALID,4.482,VALID,282,VALID,314,VALID,254,VALID,304,VALID,1.914,VALID,3,VALID,1,VALID,2.391,VALID,12.855
2/26/18,1:35:06 AM,1.212,VALID,1.748,VALID,0.731,VALID,84.944,VALID,87.016,VALID,81.942,VALID,640.512,VALID,640.575,VALID,640.448,VALID,0,VALID,0.016,VALID,0.057,VALID,0,VALID,4.667,VALID,287,VALID,316,VALID,262,VALID,302,VALID,2.039,VALID,2.898,VALID,0.703,VALID,2.52,VALID,12.851
2/26/18,1:40:06 AM,1.827,VALID,2.177,VALID,1.586,VALID,81.69,VALID,82.402,VALID,79.852,VALID,640.437,VALID,640.487,VALID,640.417,VALID,0,VALID,0.02,VALID,0.056,VALID,0,VALID,6.015,VALID,281,VALID,312,VALID,244,VALID,290,VALID,2,VALID,3.102,VALID,0.898,VALID,2.45,VALID,12.85
2/26/18,1:45:06 AM,1.893,VALID,2.153,VALID,1.6,VALID,80.432,VALID,81.496,VALID,78.969,VALID,640.432,VALID,640.459,VALID,640.403,VALID,0,VALID,0.016,VALID,0.059,VALID,0,VALID,4.911,VALID,275,VALID,319,VALID,229,VALID,304,VALID,2.141,VALID,3.5,VALID,0.797,VALID,2.749,VALID,12.848
2/26/18,1:50:06 AM,2.089,VALID,2.187,VALID,1.941,VALID,80.277,VALID,81.267,VALID,79.203,VALID,640.385,VALID,640.446,VALID,640.319,VALID,0,VALID,0.007,VALID,0.045,VALID,0,VALID,2.092,VALID,262,VALID,298,VALID,227,VALID,268,VALID,1.453,VALID,2.398,VALID,0.703,VALID,1.794,VALID,12.849
2/26/18,1:55:06 AM,1.825,VALID,1.974,VALID,1.638,VALID,79.591,VALID,81.002,VALID,77.998,VALID,640.335,VALID,640.361,VALID,640.302,VALID,0,VALID,0.003,VALID,0.025,VALID,0,VALID,0.904,VALID,263,VALID,297,VALID,204,VALID,264,VALID,1.547,VALID,2.797,VALID,0.797,VALID,2.003,VALID,12.845
2/26/18,2:00:06 AM,1.54,VALID,1.86,VALID,1.347,VALID,81.126,VALID,83.263,VALID,79.363,VALID,640.248,VALID,640.33,VALID,640.199,VALID,0,VALID,0.006,VALID,0.039,VALID,0,VALID,1.835,VALID,229,VALID,275,VALID,193,VALID,213,VALID,1.492,VALID,2.398,VALID,0.797,VALID,1.837,VALID,12.846
2/26/18,2:05:06 AM,0.997,VALID,1.356,VALID,0.635,VALID,83.882,VALID,86.979,VALID,82.158,VALID,640.24,VALID,640.268,VALID,640.213,VALID,0,VALID,0.005,VALID,0.033,VALID,0,VALID,1.479,VALID,231,VALID,252,VALID,202,VALID,248,VALID,1.734,VALID,2.602,VALID,0.797,VALID,2.121,VALID,12.844
2/26/18,2:10:06 AM,0.586,VALID,0.634,VALID,0.53,VALID,88.529,VALID,89.428,VALID,87.136,VALID,640.228,VALID,640.273,VALID,640.197,VALID,0,VALID,0.007,VALID,0.039,VALID,0,VALID,1.987,VALID,234,VALID,263,VALID,205,VALID,240,VALID,2.18,VALID,3.297,VALID,1.102,VALID,2.664,VALID,12.84
2/26/18,2:15:06 AM,0.38,VALID,0.538,VALID,0.279,VALID,88.418,VALID,90.022,VALID,87.617,VALID,640.216,VALID,640.237,VALID,640.197,VALID,0,VALID,0.005,VALID,0.034,VALID,0,VALID,1.58,VALID,233,VALID,265,VALID,203,VALID,230,VALID,1.453,VALID,2.203,VALID,0.5,VALID,1.774,VALID,12.836
2/26/18,2:20:06 AM,0.252,VALID,0.371,VALID,0.112,VALID,88.613,VALID,90.056,VALID,87.909,VALID,640.232,VALID,640.253,VALID,640.211,VALID,0,VALID,0.004,VALID,0.028,VALID,0,VALID,1.127,VALID,230,VALID,281,VALID,186,VALID,205,VALID,1.273,VALID,2.203,VALID,0.602,VALID,1.635,VALID,12.833
2/26/18,2:25:06 AM,0.157,VALID,0.212,VALID,0.11,VALID,88.769,VALID,89.392,VALID,87.897,VALID,640.25,VALID,640.276,VALID,640.228,VALID,0,VALID,0.006,VALID,0.035,VALID,0,VALID,1.832,VALID,215,VALID,289,VALID,182,VALID,186,VALID,0.938,VALID,1.703,VALID,0.398,VALID,1.192,VALID,12.829
2/26/18,2:30:06 AM,0.474,VALID,0.68,VALID,0.218,VALID,88.364,VALID,89.256,VALID,87.39,VALID,640.233,VALID,640.262,VALID,640.182,VALID,0,VALID,0.006,VALID,0.046,VALID,0,VALID,1.661,VALID,237,VALID,274,VALID,212,VALID,253,VALID,1.258,VALID,2,VALID,0.703,VALID,1.537,VALID,12.827
2/26/18,2:35:06 AM,0.601,VALID,0.693,VALID,0.37,VALID,86.295,VALID,87.36,VALID,85.341,VALID,640.199,VALID,640.234,VALID,640.164,VALID,0,VALID,0.03,VALID,0.062,VALID,0,VALID,8.919,VALID,209,VALID,251,VALID,170,VALID,213,VALID,0.57,VALID,1,VALID,0,VALID,0.713,VALID,12.824
2/26/18,2:40:06 AM,0.182,VALID,0.364,VALID,0.104,VALID,87.045,VALID,88.378,VALID,85.436,VALID,640.177,VALID,640.209,VALID,640.134,VALID,0,VALID,0.036,VALID,0.069,VALID,0.009,VALID,10.89,VALID,236,VALID,305,VALID,153,VALID,247,VALID,0.781,VALID,1.797,VALID,0.297,VALID,1.152,VALID,12.821
2/26/18,2:45:06 AM,-0.03,VALID,0.097,VALID,-0.163,VALID,85.905,VALID,87.486,VALID,84.151,VALID,640.199,VALID,640.229,VALID,640.172,VALID,0,VALID,0.031,VALID,0.064,VALID,0,VALID,9.328,VALID,265,VALID,338,VALID,127,VALID,237,VALID,0.812,VALID,1.703,VALID,0,VALID,1.184,VALID,12.819
2/26/18,2:50:06 AM,0.324,VALID,0.453,VALID,0.105,VALID,84.587,VALID,85.959,VALID,83.586,VALID,640.168,VALID,640.199,VALID,640.13,VALID,0,VALID,0.024,VALID,0.052,VALID,0,VALID,7.195,VALID,210,VALID,259,VALID,176,VALID,221,VALID,1.125,VALID,1.797,VALID,0.297,VALID,1.407,VALID,12.817
2/26/18,2:55:06 AM,-0.235,VALID,0.24,VALID,-0.714,VALID,81.757,VALID,83.9,VALID,79.55,VALID,640.123,VALID,640.147,VALID,640.099,VALID,0,VALID,0.007,VALID,0.039,VALID,0,VALID,2.072,VALID,283,VALID,318,VALID,202,VALID,287,VALID,0.727,VALID,1.602,VALID,0,VALID,0.917,VALID,12.811
2/26/18,3:00:06 AM,-0.563,VALID,-0.478,VALID,-0.7,VALID,83.716,VALID,85.698,VALID,80.691,VALID,640.155,VALID,640.186,VALID,640.127,VALID,0,VALID,0.002,VALID,0.03,VALID,0,VALID,0.658,VALID,239,VALID,296,VALID,181,VALID,224,VALID,0.734,VALID,1.703,VALID,0,VALID,0.972,VALID,12.809
2/26/18,3:05:06 AM,-0.587,VALID,-0.507,VALID,-0.66,VALID,85.15,VALID,86.738,VALID,83.552,VALID,640.145,VALID,640.189,VALID,640.107,VALID,0,VALID,0.011,VALID,0.046,VALID,0,VALID,3.329,VALID,243,VALID,41,VALID,130,VALID,247,VALID,0.328,VALID,1.297,VALID,0,VALID,0.453,VALID,12.812
2/26/18,3:10:06 AM,-0.457,VALID,-0.276,VALID,-0.674,VALID,84.691,VALID,86.412,VALID,82.514,VALID,640.188,VALID,640.218,VALID,640.153,VALID,0,VALID,0.007,VALID,0.035,VALID,0,VALID,2.185,VALID,222,VALID,301,VALID,184,VALID,220,VALID,1.094,VALID,2.398,VALID,0,VALID,1.411,VALID,12.806
2/26/18,3:15:06 AM,-0.675,VALID,-0.246,VALID,-1.352,VALID,82.341,VALID,83.47,VALID,80.919,VALID,640.141,VALID,640.181,VALID,640.093,VALID,0,VALID,0.006,VALID,0.032,VALID,0,VALID,1.716,VALID,270,VALID,326,VALID,199,VALID,215,VALID,0.875,VALID,2,VALID,0.297,VALID,1.285,VALID,12.801
2/26/18,3:20:06 AM,-1.135,VALID,-0.851,VALID,-1.381,VALID,80.23,VALID,82.706,VALID,78.088,VALID,640.114,VALID,640.144,VALID,640.082,VALID,0,VALID,0.012,VALID,0.048,VALID,0,VALID,3.533,VALID,298,VALID,327,VALID,280,VALID,294,VALID,1.055,VALID,1.703,VALID,0.398,VALID,1.285,VALID,12.803
2/26/18,3:25:06 AM,-0.51,VALID,-0.405,VALID,-0.835,VALID,79.432,VALID,80.219,VALID,78.107,VALID,640.131,VALID,640.162,VALID,640.079,VALID,0,VALID,0.015,VALID,0.042,VALID,0,VALID,4.615,VALID,264,VALID,302,VALID,213,VALID,257,VALID,0.891,VALID,1.703,VALID,0.602,VALID,1.207,VALID,12.799
2/26/18,3:30:06 AM,-0.609,VALID,-0.491,VALID,-0.688,VALID,80.123,VALID,81.78,VALID,77.929,VALID,640.068,VALID,640.099,VALID,640.032,VALID,0,VALID,0.018,VALID,0.054,VALID,0,VALID,5.446,VALID,248,VALID,310,VALID,195,VALID,224,VALID,0.766,VALID,1.398,VALID,0.297,VALID,1.068,VALID,12.8
2/26/18,3:35:06 AM,-0.37,VALID,-0.312,VALID,-0.565,VALID,79.655,VALID,80.157,VALID,79.228,VALID,640.046,VALID,640.066,VALID,640.02,VALID,0,VALID,0.008,VALID,0.034,VALID,0,VALID,2.364,VALID,248,VALID,300,VALID,140,VALID,244,VALID,0.898,VALID,1.602,VALID,0.297,VALID,1.222,VALID,12.798
