,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Hum_1m,,Calc_Instant_Lluvia_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_Temp_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,,Calc_Instant_PBaro1_1m,
time,status,Avg,status,Max,status,Min,status,Sum,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,
12/12/16 7:27:06 PM,VALID,88.505,VALID,88.673,VALID,88.297,VALID,0.0,VALID,6.403,VALID,6.436,VALID,6.376,VALID,648.062,VALID,648.081,VALID,648.043,
12/12/16 7:28:06 PM,VALID,89.169,VALID,89.64,VALID,88.735,VALID,0.0,VALID,6.331,VALID,6.365,VALID,6.285,VALID,648.022,VALID,648.033,VALID,648.011,
12/12/16 7:29:06 PM,VALID,90.08,VALID,90.536,VALID,89.831,VALID,0.0,VALID,6.269,VALID,6.273,VALID,6.261,VALID,648.024,VALID,648.03,VALID,648.011,
12/12/16 7:30:06 PM,VALID,91.385,VALID,91.561,VALID,91.226,VALID,0.0,VALID,6.219,VALID,6.28,VALID,6.169,VALID,648.023,VALID,648.035,VALID,648.015,
12/12/16 7:31:06 PM,VALID,91.378,VALID,91.7,VALID,91.036,VALID,0.0,VALID,6.162,VALID,6.175,VALID,6.152,VALID,648.004,VALID,648.01,VALID,647.994,
12/12/16 7:32:07 PM,VALID,92.186,VALID,92.465,VALID,91.959,VALID,0.0,VALID,6.104,VALID,6.168,VALID,6.066,VALID,648.0,VALID,648.015,VALID,647.989,
12/12/16 7:33:06 PM,VALID,92.438,VALID,92.957,VALID,91.933,VALID,0.0,VALID,6.119,VALID,6.161,VALID,6.064,VALID,647.992,VALID,648.013,VALID,647.975,
12/12/16 7:34:07 PM,VALID,92.549,VALID,92.664,VALID,92.424,VALID,0.0,VALID,6.118,VALID,6.185,VALID,6.07,VALID,647.962,VALID,647.983,VALID,647.952,
12/12/16 7:35:06 PM,VALID,93.549,VALID,93.755,VALID,93.332,VALID,0.0,VALID,6.162,VALID,6.22,VALID,6.131,VALID,647.979,VALID,648.004,VALID,647.96,
12/12/16 7:36:07 PM,VALID,92.541,VALID,93.398,VALID,92.091,VALID,0.0,VALID,6.024,VALID,6.057,VALID,5.984,VALID,647.953,VALID,647.987,VALID,647.929,
12/12/16 7:37:06 PM,VALID,93.001,VALID,93.522,VALID,92.524,VALID,0.0,VALID,6.09,VALID,6.129,VALID,6.056,VALID,647.943,VALID,647.944,VALID,647.942,
12/12/16 7:38:07 PM,VALID,93.739,VALID,94.06,VALID,93.496,VALID,0.0,VALID,6.133,VALID,6.213,VALID,6.039,VALID,647.935,VALID,647.941,VALID,647.925,
12/12/16 7:39:06 PM,VALID,94.245,VALID,94.586,VALID,93.688,VALID,0.0,VALID,5.954,VALID,6.122,VALID,5.808,VALID,647.941,VALID,647.945,VALID,647.934,
12/12/16 7:40:06 PM,VALID,92.883,VALID,92.99,VALID,92.696,VALID,0.0,VALID,5.789,VALID,5.805,VALID,5.776,VALID,647.923,VALID,647.931,VALID,647.909,
12/12/16 7:41:06 PM,VALID,93.052,VALID,93.395,VALID,92.73,VALID,0.0,VALID,5.672,VALID,5.711,VALID,5.648,VALID,647.936,VALID,647.966,VALID,647.904,
12/12/16 7:42:06 PM,VALID,93.217,VALID,93.959,VALID,92.563,VALID,0.0,VALID,5.799,VALID,5.843,VALID,5.72,VALID,647.933,VALID,647.95,VALID,647.92,
12/12/16 7:43:06 PM,VALID,94.116,VALID,94.362,VALID,93.859,VALID,0.0,VALID,5.717,VALID,5.781,VALID,5.655,VALID,647.925,VALID,647.949,VALID,647.913,
12/12/16 7:44:06 PM,VALID,93.923,VALID,94.494,VALID,93.393,VALID,0.0,VALID,5.809,VALID,5.859,VALID,5.743,VALID,647.914,VALID,647.928,VALID,647.891,
12/12/16 7:45:06 PM,VALID,94.523,VALID,94.818,VALID,94.193,VALID,0.0,VALID,5.659,VALID,5.728,VALID,5.619,VALID,647.93,VALID,647.942,VALID,647.924,
12/12/16 7:46:07 PM,VALID,94.733,VALID,95.289,VALID,94.293,VALID,0.0,VALID,5.805,VALID,5.913,VALID,5.67,VALID,647.923,VALID,647.945,VALID,647.901,
12/12/16 7:47:06 PM,VALID,95.465,VALID,95.725,VALID,95.123,VALID,0.1,VALID,5.724,VALID,5.798,VALID,5.68,VALID,647.895,VALID,647.912,VALID,647.867,
12/12/16 7:48:07 PM,VALID,95.185,VALID,95.35,VALID,95.084,VALID,0.0,VALID,5.713,VALID,5.755,VALID,5.677,VALID,647.9,VALID,647.915,VALID,647.884,
12/12/16 7:49:06 PM,VALID,95.381,VALID,95.683,VALID,95.082,VALID,0.0,VALID,5.796,VALID,5.867,VALID,5.735,VALID,647.895,VALID,647.9,VALID,647.89,
12/12/16 7:50:06 PM,VALID,95.073,VALID,95.379,VALID,94.891,VALID,0.0,VALID,5.676,VALID,5.712,VALID,5.645,VALID,647.879,VALID,647.887,VALID,647.87,
12/12/16 7:51:06 PM,VALID,95.196,VALID,95.289,VALID,95.115,VALID,0.0,VALID,5.755,VALID,5.777,VALID,5.726,VALID,647.881,VALID,647.903,VALID,647.858,
12/12/16 7:52:06 PM,VALID,95.554,VALID,95.756,VALID,95.326,VALID,0.0,VALID,5.905,VALID,5.928,VALID,5.861,VALID,647.874,VALID,647.892,VALID,647.848,
12/12/16 7:53:06 PM,VALID,95.577,VALID,95.782,VALID,95.36,VALID,0.0,VALID,5.852,VALID,5.88,VALID,5.816,VALID,647.863,VALID,647.864,VALID,647.862,
12/12/16 7:54:06 PM,VALID,95.624,VALID,95.725,VALID,95.556,VALID,0.0,VALID,5.859,VALID,5.92,VALID,5.777,VALID,647.858,VALID,647.867,VALID,647.844,
12/12/16 7:55:06 PM,VALID,94.912,VALID,95.189,VALID,94.658,VALID,0.0,VALID,5.682,VALID,5.707,VALID,5.645,VALID,647.856,VALID,647.891,VALID,647.832,
12/12/16 7:56:06 PM,VALID,94.348,VALID,94.458,VALID,94.159,VALID,0.0,VALID,5.629,VALID,5.68,VALID,5.59,VALID,647.85,VALID,647.852,VALID,647.848,
12/12/16 7:57:06 PM,VALID,94.915,VALID,95.192,VALID,94.593,VALID,0.0,VALID,5.76,VALID,5.781,VALID,5.735,VALID,647.831,VALID,647.863,VALID,647.802,
12/12/16 7:58:06 PM,VALID,94.811,VALID,95.156,VALID,94.482,VALID,0.0,VALID,5.642,VALID,5.668,VALID,5.611,VALID,647.863,VALID,647.88,VALID,647.851,
12/12/16 7:59:06 PM,VALID,94.822,VALID,95.026,VALID,94.65,VALID,0.0,VALID,5.712,VALID,5.76,VALID,5.659,VALID,647.838,VALID,647.848,VALID,647.825,
12/12/16 8:00:07 PM,VALID,95.061,VALID,95.215,VALID,94.817,VALID,0.0,VALID,5.624,VALID,5.704,VALID,5.564,VALID,647.846,VALID,647.877,VALID,647.824,
12/12/16 8:01:06 PM,VALID,94.264,VALID,94.56,VALID,94.016,VALID,0.0,VALID,5.494,VALID,5.503,VALID,5.475,VALID,647.842,VALID,647.854,VALID,647.835,
12/12/16 8:02:07 PM,VALID,94.477,VALID,94.69,VALID,94.157,VALID,0.0,VALID,5.543,VALID,5.593,VALID,5.477,VALID,647.848,VALID,647.875,VALID,647.824,
12/12/16 8:03:06 PM,VALID,93.978,VALID,94.192,VALID,93.816,VALID,0.0,VALID,5.467,VALID,5.47,VALID,5.465,VALID,647.832,VALID,647.842,VALID,647.819,
12/12/16 8:04:07 PM,VALID,93.746,VALID,93.886,VALID,93.56,VALID,0.0,VALID,5.43,VALID,5.459,VALID,5.399,VALID,647.828,VALID,647.838,VALID,647.819,
12/12/16 8:05:06 PM,VALID,93.659,VALID,93.825,VALID,93.559,VALID,0.0,VALID,5.451,VALID,5.491,VALID,5.408,VALID,647.832,VALID,647.838,VALID,647.824,
12/12/16 8:06:06 PM,VALID,94.177,VALID,94.248,VALID,94.091,VALID,0.0,VALID,5.476,VALID,5.482,VALID,5.464,VALID,647.805,VALID,647.814,VALID,647.797,
12/12/16 8:07:06 PM,VALID,93.859,VALID,94.19,VALID,93.563,VALID,0.0,VALID,5.389,VALID,5.403,VALID,5.375,VALID,647.802,VALID,647.818,VALID,647.791,
12/12/16 8:08:06 PM,VALID,94.035,VALID,94.457,VALID,93.589,VALID,0.0,VALID,5.482,VALID,5.504,VALID,5.469,VALID,647.798,VALID,647.81,VALID,647.781,
12/12/16 8:09:06 PM,VALID,94.297,VALID,94.484,VALID,94.151,VALID,0.0,VALID,5.531,VALID,5.602,VALID,5.455,VALID,647.774,VALID,647.777,VALID,647.767,
12/12/16 8:10:06 PM,VALID,94.901,VALID,94.991,VALID,94.789,VALID,0.0,VALID,5.612,VALID,5.632,VALID,5.599,VALID,647.76,VALID,647.765,VALID,647.755,
12/12/16 8:11:06 PM,VALID,94.764,VALID,94.817,VALID,94.683,VALID,0.0,VALID,5.652,VALID,5.742,VALID,5.585,VALID,647.741,VALID,647.752,VALID,647.726,
12/12/16 8:12:06 PM,VALID,95.195,VALID,95.423,VALID,94.979,VALID,0.0,VALID,5.668,VALID,5.767,VALID,5.586,VALID,647.746,VALID,647.752,VALID,647.736,
12/12/16 8:13:06 PM,VALID,94.263,VALID,94.555,VALID,93.982,VALID,0.0,VALID,5.554,VALID,5.571,VALID,5.542,VALID,647.753,VALID,647.763,VALID,647.747,
12/12/16 8:14:07 PM,VALID,94.215,VALID,94.36,VALID,93.926,VALID,0.1,VALID,5.668,VALID,5.677,VALID,5.654,VALID,647.721,VALID,647.729,VALID,647.71,
12/12/16 8:15:06 PM,VALID,94.343,VALID,94.551,VALID,94.152,VALID,0.0,VALID,5.747,VALID,5.799,VALID,5.675,VALID,647.731,VALID,647.741,VALID,647.715,
12/12/16 8:16:07 PM,VALID,94.432,VALID,94.784,VALID,94.028,VALID,0.0,VALID,5.728,VALID,5.739,VALID,5.708,VALID,647.714,VALID,647.729,VALID,647.696,
12/12/16 8:17:06 PM,VALID,93.422,VALID,94.092,VALID,92.689,VALID,0.0,VALID,5.641,VALID,5.683,VALID,5.614,VALID,647.723,VALID,647.739,VALID,647.704,
12/12/16 8:18:07 PM,VALID,92.014,VALID,92.229,VALID,91.761,VALID,0.0,VALID,5.764,VALID,5.859,VALID,5.676,VALID,647.701,VALID,647.704,VALID,647.699,
12/12/16 8:19:06 PM,VALID,93.546,VALID,94.026,VALID,92.919,VALID,0.0,VALID,5.946,VALID,5.952,VALID,5.935,VALID,647.706,VALID,647.71,VALID,647.7,
12/12/16 8:20:07 PM,VALID,94.278,VALID,94.427,VALID,94.026,VALID,0.1,VALID,6.015,VALID,6.029,VALID,6.004,VALID,647.696,VALID,647.71,VALID,647.685,
12/12/16 8:21:06 PM,VALID,94.708,VALID,94.848,VALID,94.583,VALID,0.0,VALID,6.027,VALID,6.047,VALID,5.987,VALID,647.688,VALID,647.697,VALID,647.679,
12/12/16 8:22:07 PM,VALID,94.8,VALID,94.993,VALID,94.68,VALID,0.0,VALID,6.022,VALID,6.057,VALID,5.986,VALID,647.681,VALID,647.685,VALID,647.679,
12/12/16 8:23:07 PM,VALID,94.908,VALID,95.057,VALID,94.782,VALID,0.0,VALID,5.921,VALID,5.956,VALID,5.859,VALID,647.671,VALID,647.682,VALID,647.652,
12/12/16 8:24:06 PM,VALID,94.586,VALID,94.714,VALID,94.42,VALID,0.1,VALID,5.787,VALID,5.838,VALID,5.749,VALID,647.651,VALID,647.662,VALID,647.644,
12/12/16 8:25:06 PM,VALID,94.048,VALID,94.292,VALID,93.859,VALID,0.0,VALID,5.654,VALID,5.678,VALID,5.63,VALID,647.664,VALID,647.677,VALID,647.656,
12/12/16 8:26:06 PM,VALID,94.711,VALID,95.118,VALID,94.22,VALID,0.0,VALID,5.791,VALID,5.821,VALID,5.763,VALID,647.641,VALID,647.656,VALID,647.632,
12/12/16 8:27:06 PM,VALID,95.343,VALID,95.524,VALID,95.156,VALID,0.0,VALID,5.843,VALID,5.868,VALID,5.805,VALID,647.639,VALID,647.652,VALID,647.617,
12/12/16 8:28:06 PM,VALID,95.366,VALID,95.39,VALID,95.351,VALID,0.0,VALID,5.802,VALID,5.819,VALID,5.783,VALID,647.635,VALID,647.656,VALID,647.617,
12/12/16 8:29:06 PM,VALID,95.012,VALID,95.284,VALID,94.794,VALID,0.0,VALID,5.678,VALID,5.702,VALID,5.638,VALID,647.604,VALID,647.617,VALID,647.596,
12/12/16 8:30:06 PM,VALID,94.249,VALID,94.562,VALID,94.06,VALID,0.0,VALID,5.566,VALID,5.596,VALID,5.536,VALID,647.591,VALID,647.599,VALID,647.582,
12/12/16 8:31:06 PM,VALID,93.782,VALID,93.996,VALID,93.588,VALID,0.0,VALID,5.615,VALID,5.648,VALID,5.579,VALID,647.606,VALID,647.616,VALID,647.591,
12/12/16 8:32:06 PM,VALID,94.136,VALID,94.219,VALID,93.995,VALID,0.0,VALID,5.599,VALID,5.641,VALID,5.558,VALID,647.585,VALID,647.59,VALID,647.58,
12/12/16 8:33:06 PM,VALID,93.247,VALID,93.46,VALID,93.094,VALID,0.0,VALID,5.599,VALID,5.633,VALID,5.564,VALID,647.577,VALID,647.579,VALID,647.575,
12/12/16 8:34:06 PM,VALID,92.916,VALID,93.161,VALID,92.5,VALID,0.0,VALID,5.614,VALID,5.652,VALID,5.586,VALID,647.557,VALID,647.56,VALID,647.553,
12/12/16 8:35:06 PM,VALID,92.561,VALID,92.656,VALID,92.464,VALID,0.1,VALID,5.595,VALID,5.619,VALID,5.573,VALID,647.552,VALID,647.561,VALID,647.535,
12/12/16 8:36:06 PM,VALID,92.28,VALID,92.529,VALID,92.091,VALID,0.0,VALID,5.624,VALID,5.638,VALID,5.597,VALID,647.561,VALID,647.567,VALID,647.554,
12/12/16 8:37:06 PM,VALID,92.883,VALID,92.962,VALID,92.762,VALID,0.0,VALID,5.64,VALID,5.667,VALID,5.623,VALID,647.537,VALID,647.549,VALID,647.525,
12/12/16 8:38:07 PM,VALID,92.995,VALID,93.231,VALID,92.598,VALID,0.0,VALID,5.595,VALID,5.67,VALID,5.548,VALID,647.538,VALID,647.558,VALID,647.51,
12/12/16 8:39:06 PM,VALID,90.966,VALID,91.465,VALID,90.4,VALID,0.0,VALID,5.547,VALID,5.56,VALID,5.536,VALID,647.558,VALID,647.561,VALID,647.551,
12/12/16 8:40:06 PM,VALID,90.464,VALID,90.865,VALID,90.228,VALID,0.0,VALID,5.612,VALID,5.664,VALID,5.547,VALID,647.542,VALID,647.547,VALID,647.538,
12/12/16 8:41:06 PM,VALID,91.711,VALID,92.564,VALID,90.903,VALID,0.0,VALID,5.575,VALID,5.713,VALID,5.493,VALID,647.525,VALID,647.541,VALID,647.517,
12/12/16 8:42:07 PM,VALID,85.582,VALID,87.232,VALID,84.006,VALID,0.1,VALID,5.568,VALID,5.593,VALID,5.542,VALID,647.531,VALID,647.549,VALID,647.507,
12/12/16 8:43:06 PM,VALID,84.373,VALID,85.774,VALID,83.602,VALID,0.0,VALID,5.664,VALID,5.689,VALID,5.638,VALID,647.517,VALID,647.525,VALID,647.503,
12/12/16 8:44:07 PM,VALID,86.447,VALID,87.404,VALID,85.796,VALID,0.0,VALID,5.741,VALID,5.77,VALID,5.717,VALID,647.539,VALID,647.553,VALID,647.519,
12/12/16 8:45:06 PM,VALID,89.01,VALID,90.427,VALID,87.599,VALID,0.0,VALID,5.923,VALID,5.95,VALID,5.87,VALID,647.514,VALID,647.519,VALID,647.507,
12/12/16 8:46:07 PM,VALID,89.236,VALID,90.999,VALID,87.805,VALID,0.0,VALID,5.874,VALID,5.896,VALID,5.863,VALID,647.529,VALID,647.54,VALID,647.519,
12/12/16 8:47:06 PM,VALID,85.062,VALID,85.802,VALID,84.407,VALID,0.0,VALID,5.982,VALID,6.032,VALID,5.928,VALID,647.524,VALID,647.543,VALID,647.498,
12/12/16 8:48:07 PM,VALID,86.625,VALID,87.805,VALID,85.501,VALID,0.1,VALID,6.172,VALID,6.252,VALID,6.094,VALID,647.512,VALID,647.528,VALID,647.482,
12/12/16 8:49:06 PM,VALID,88.405,VALID,88.906,VALID,87.506,VALID,0.0,VALID,6.227,VALID,6.247,VALID,6.201,VALID,647.54,VALID,647.553,VALID,647.532,
12/12/16 8:50:06 PM,VALID,87.03,VALID,88.24,VALID,85.94,VALID,0.0,VALID,6.34,VALID,6.391,VALID,6.298,VALID,647.499,VALID,647.509,VALID,647.492,
12/12/16 8:51:06 PM,VALID,85.173,VALID,87.336,VALID,83.412,VALID,0.0,VALID,6.303,VALID,6.314,VALID,6.286,VALID,647.525,VALID,647.536,VALID,647.516,
12/12/16 8:52:07 PM,VALID,82.537,VALID,83.016,VALID,81.915,VALID,0.0,VALID,6.278,VALID,6.294,VALID,6.266,VALID,647.494,VALID,647.508,VALID,647.475,
12/12/16 8:53:06 PM,VALID,82.98,VALID,84.611,VALID,81.778,VALID,0.0,VALID,6.248,VALID,6.293,VALID,6.193,VALID,647.498,VALID,647.509,VALID,647.476,
12/12/16 8:54:07 PM,VALID,83.591,VALID,84.277,VALID,82.849,VALID,0.0,VALID,6.096,VALID,6.168,VALID,6.028,VALID,647.47,VALID,647.477,VALID,647.463,
12/12/16 8:55:06 PM,VALID,79.801,VALID,82.27,VALID,77.923,VALID,0.0,VALID,5.935,VALID,5.958,VALID,5.919,VALID,647.472,VALID,647.483,VALID,647.46,
12/12/16 8:56:06 PM,VALID,76.735,VALID,77.724,VALID,76.124,VALID,0.0,VALID,5.858,VALID,5.874,VALID,5.848,VALID,647.454,VALID,647.479,VALID,647.425,
12/12/16 8:57:06 PM,VALID,78.628,VALID,79.511,VALID,77.957,VALID,0.0,VALID,5.839,VALID,5.861,VALID,5.821,VALID,647.437,VALID,647.446,VALID,647.422,
12/12/16 8:58:07 PM,VALID,81.372,VALID,81.615,VALID,81.216,VALID,0.0,VALID,5.819,VALID,5.85,VALID,5.794,VALID,647.426,VALID,647.446,VALID,647.416,
12/12/16 8:59:06 PM,VALID,81.063,VALID,81.765,VALID,80.574,VALID,0.0,VALID,5.871,VALID,5.919,VALID,5.82,VALID,647.423,VALID,647.429,VALID,647.415,
12/12/16 9:00:07 PM,VALID,85.642,VALID,86.977,VALID,84.172,VALID,0.0,VALID,6.002,VALID,6.071,VALID,5.962,VALID,647.423,VALID,647.443,VALID,647.41,
12/12/16 9:01:06 PM,VALID,86.941,VALID,88.371,VALID,85.31,VALID,0.0,VALID,6.006,VALID,6.091,VALID,5.927,VALID,647.405,VALID,647.414,VALID,647.39,
12/12/16 9:02:07 PM,VALID,86.295,VALID,87.367,VALID,84.515,VALID,0.0,VALID,6.014,VALID,6.033,VALID,6.001,VALID,647.413,VALID,647.431,VALID,647.4,
12/12/16 9:03:06 PM,VALID,81.1,VALID,81.683,VALID,80.74,VALID,0.0,VALID,6.02,VALID,6.03,VALID,6.014,VALID,647.421,VALID,647.437,VALID,647.408,
12/12/16 9:04:06 PM,VALID,81.916,VALID,82.348,VALID,81.452,VALID,0.0,VALID,5.946,VALID,5.978,VALID,5.917,VALID,647.421,VALID,647.454,VALID,647.395,
12/12/16 9:05:06 PM,VALID,83.487,VALID,84.506,VALID,82.516,VALID,0.0,VALID,5.941,VALID,5.962,VALID,5.929,VALID,647.401,VALID,647.406,VALID,647.395,
12/12/16 9:06:06 PM,VALID,84.006,VALID,84.244,VALID,83.607,VALID,0.0,VALID,5.918,VALID,5.945,VALID,5.896,VALID,647.428,VALID,647.448,VALID,647.41,
12/12/16 9:07:06 PM,VALID,86.106,VALID,87.306,VALID,84.576,VALID,0.0,VALID,6.038,VALID,6.08,VALID,6.012,VALID,647.422,VALID,647.434,VALID,647.415,
12/12/16 9:08:06 PM,VALID,88.604,VALID,89.736,VALID,87.671,VALID,0.0,VALID,6.184,VALID,6.259,VALID,6.141,VALID,647.408,VALID,647.418,VALID,647.402,
12/12/16 9:09:06 PM,VALID,85.589,VALID,88.307,VALID,82.781,VALID,0.0,VALID,6.152,VALID,6.161,VALID,6.145,VALID,647.405,VALID,647.423,VALID,647.386,
12/12/16 9:10:06 PM,VALID,80.34,VALID,80.613,VALID,79.956,VALID,0.0,VALID,6.201,VALID,6.233,VALID,6.178,VALID,647.417,VALID,647.421,VALID,647.41,
12/12/16 9:11:06 PM,VALID,83.931,VALID,85.44,VALID,82.038,VALID,0.0,VALID,6.319,VALID,6.335,VALID,6.297,VALID,647.413,VALID,647.424,VALID,647.397,
12/12/16 9:12:06 PM,VALID,85.335,VALID,85.411,VALID,85.28,VALID,0.0,VALID,6.329,VALID,6.357,VALID,6.295,VALID,647.403,VALID,647.422,VALID,647.387,
12/12/16 9:13:06 PM,VALID,85.343,VALID,86.011,VALID,84.906,VALID,0.0,VALID,6.335,VALID,6.354,VALID,6.318,VALID,647.396,VALID,647.435,VALID,647.364,
12/12/16 9:14:07 PM,VALID,87.362,VALID,88.01,VALID,86.209,VALID,0.0,VALID,6.414,VALID,6.463,VALID,6.383,VALID,647.406,VALID,647.415,VALID,647.399,
12/12/16 9:15:06 PM,VALID,90.231,VALID,91.471,VALID,88.992,VALID,0.0,VALID,6.54,VALID,6.606,VALID,6.476,VALID,647.416,VALID,647.427,VALID,647.402,
12/12/16 9:16:06 PM,VALID,89.007,VALID,90.803,VALID,86.444,VALID,0.0,VALID,6.391,VALID,6.406,VALID,6.37,VALID,647.434,VALID,647.445,VALID,647.424,
12/12/16 9:17:06 PM,VALID,86.667,VALID,87.177,VALID,86.412,VALID,0.0,VALID,6.391,VALID,6.403,VALID,6.382,VALID,647.424,VALID,647.444,VALID,647.405,
12/12/16 9:18:06 PM,VALID,87.971,VALID,88.308,VALID,87.632,VALID,0.1,VALID,6.372,VALID,6.377,VALID,6.364,VALID,647.42,VALID,647.432,VALID,647.402,
12/12/16 9:19:06 PM,VALID,88.004,VALID,88.735,VALID,86.838,VALID,0.0,VALID,6.291,VALID,6.335,VALID,6.264,VALID,647.429,VALID,647.441,VALID,647.41,
12/12/16 9:20:06 PM,VALID,86.469,VALID,87.46,VALID,85.736,VALID,0.0,VALID,6.312,VALID,6.329,VALID,6.284,VALID,647.447,VALID,647.458,VALID,647.434,
12/12/16 9:21:06 PM,VALID,88.226,VALID,88.701,VALID,87.77,VALID,0.0,VALID,6.256,VALID,6.291,VALID,6.237,VALID,647.44,VALID,647.459,VALID,647.423,
12/12/16 9:22:06 PM,VALID,88.316,VALID,89.204,VALID,87.338,VALID,0.0,VALID,6.206,VALID,6.255,VALID,6.125,VALID,647.452,VALID,647.472,VALID,647.442,
12/12/16 9:23:06 PM,VALID,88.56,VALID,89.097,VALID,88.208,VALID,0.0,VALID,6.126,VALID,6.169,VALID,6.048,VALID,647.441,VALID,647.45,VALID,647.429,
12/12/16 9:24:06 PM,VALID,86.794,VALID,88.373,VALID,85.773,VALID,0.0,VALID,6.014,VALID,6.028,VALID,6.0,VALID,647.43,VALID,647.439,VALID,647.415,
12/12/16 9:25:06 PM,VALID,87.332,VALID,88.242,VALID,86.312,VALID,0.0,VALID,5.957,VALID,5.995,VALID,5.918,VALID,647.412,VALID,647.438,VALID,647.38,
12/12/16 9:26:07 PM,VALID,88.228,VALID,88.376,VALID,87.935,VALID,0.0,VALID,5.92,VALID,5.964,VALID,5.892,VALID,647.42,VALID,647.424,VALID,647.414,
12/12/16 9:27:06 PM,VALID,88.106,VALID,89.075,VALID,87.343,VALID,0.0,VALID,5.981,VALID,6.027,VALID,5.944,VALID,647.426,VALID,647.443,VALID,647.404,
12/12/16 9:28:06 PM,VALID,90.912,VALID,91.534,VALID,90.364,VALID,0.0,VALID,6.019,VALID,6.044,VALID,5.995,VALID,647.408,VALID,647.423,VALID,647.397,
12/12/16 9:29:06 PM,VALID,91.676,VALID,91.933,VALID,91.302,VALID,0.0,VALID,5.954,VALID,6.011,VALID,5.913,VALID,647.408,VALID,647.418,VALID,647.395,
12/12/16 9:30:06 PM,VALID,91.0,VALID,91.337,VALID,90.729,VALID,0.0,VALID,5.926,VALID,5.969,VALID,5.889,VALID,647.412,VALID,647.445,VALID,647.386,
12/12/16 9:31:06 PM,VALID,90.689,VALID,91.135,VALID,90.13,VALID,0.0,VALID,5.855,VALID,5.877,VALID,5.832,VALID,647.398,VALID,647.407,VALID,647.389,
12/12/16 9:32:07 PM,VALID,89.914,VALID,89.969,VALID,89.87,VALID,0.0,VALID,5.839,VALID,5.846,VALID,5.833,VALID,647.421,VALID,647.431,VALID,647.414,
12/12/16 9:33:06 PM,VALID,90.758,VALID,91.436,VALID,90.136,VALID,0.0,VALID,5.897,VALID,5.909,VALID,5.876,VALID,647.42,VALID,647.434,VALID,647.402,
12/12/16 9:34:06 PM,VALID,92.04,VALID,92.397,VALID,91.799,VALID,0.0,VALID,5.94,VALID,5.967,VALID,5.902,VALID,647.45,VALID,647.456,VALID,647.444,
12/12/16 9:35:06 PM,VALID,92.65,VALID,92.829,VALID,92.524,VALID,0.0,VALID,5.904,VALID,5.907,VALID,5.901,VALID,647.423,VALID,647.437,VALID,647.4,
12/12/16 9:36:06 PM,VALID,92.771,VALID,92.988,VALID,92.529,VALID,0.1,VALID,5.917,VALID,5.95,VALID,5.858,VALID,647.415,VALID,647.435,VALID,647.378,
12/12/16 9:37:06 PM,VALID,92.75,VALID,92.857,VALID,92.596,VALID,0.0,VALID,5.862,VALID,5.877,VALID,5.848,VALID,647.427,VALID,647.445,VALID,647.408,
12/12/16 9:38:06 PM,VALID,92.627,VALID,92.89,VALID,92.423,VALID,0.0,VALID,5.793,VALID,5.8,VALID,5.789,VALID,647.428,VALID,647.434,VALID,647.42,
12/12/16 9:39:06 PM,VALID,92.649,VALID,92.953,VALID,92.431,VALID,0.0,VALID,5.773,VALID,5.803,VALID,5.714,VALID,647.411,VALID,647.416,VALID,647.408,
12/12/16 9:40:06 PM,VALID,91.825,VALID,92.363,VALID,91.526,VALID,0.0,VALID,5.724,VALID,5.8,VALID,5.674,VALID,647.407,VALID,647.408,VALID,647.406,
12/12/16 9:41:06 PM,VALID,93.041,VALID,93.431,VALID,92.397,VALID,0.0,VALID,5.845,VALID,5.88,VALID,5.819,VALID,647.394,VALID,647.404,VALID,647.385,
12/12/16 9:42:07 PM,VALID,93.736,VALID,93.786,VALID,93.66,VALID,0.0,VALID,5.802,VALID,5.818,VALID,5.794,VALID,647.388,VALID,647.392,VALID,647.384,
12/12/16 9:43:06 PM,VALID,94.169,VALID,94.454,VALID,93.894,VALID,0.0,VALID,5.828,VALID,5.857,VALID,5.793,VALID,647.388,VALID,647.391,VALID,647.382,
12/12/16 9:44:07 PM,VALID,94.189,VALID,94.383,VALID,93.987,VALID,0.0,VALID,5.767,VALID,5.796,VALID,5.74,VALID,647.362,VALID,647.386,VALID,647.337,
12/12/16 9:45:06 PM,VALID,93.726,VALID,94.153,VALID,93.328,VALID,0.1,VALID,5.644,VALID,5.692,VALID,5.563,VALID,647.37,VALID,647.396,VALID,647.346,
12/12/16 9:46:06 PM,VALID,92.114,VALID,92.529,VALID,91.823,VALID,0.0,VALID,5.644,VALID,5.689,VALID,5.604,VALID,647.362,VALID,647.376,VALID,647.355,
12/12/16 9:47:06 PM,VALID,92.153,VALID,92.53,VALID,91.665,VALID,0.0,VALID,5.639,VALID,5.697,VALID,5.61,VALID,647.373,VALID,647.404,VALID,647.346,
12/12/16 9:48:06 PM,VALID,90.933,VALID,90.994,VALID,90.869,VALID,0.0,VALID,5.64,VALID,5.652,VALID,5.627,VALID,647.388,VALID,647.405,VALID,647.377,
12/12/16 9:49:06 PM,VALID,90.412,VALID,90.667,VALID,90.169,VALID,0.0,VALID,5.645,VALID,5.665,VALID,5.607,VALID,647.395,VALID,647.396,VALID,647.394,
