Date Time Precipitaciòn
27/12/17 04:49:55 88.4
27/12/17 04:54:05 88.5
27/12/17 04:56:36 88.6
27/12/17 05:00:58 88.7
27/12/17 05:04:00 88.8
27/12/17 05:09:02 88.9
27/12/17 05:14:23 89
27/12/17 05:19:46 89.1
27/12/17 05:24:11 89.2
27/12/17 05:28:21 89.3
27/12/17 05:31:34 89.4
27/12/17 05:34:56 89.5
27/12/17 05:37:13 89.6
27/12/17 05:40:48 89.7
27/12/17 05:45:22 89.8
27/12/17 05:53:20 89.9
27/12/17 05:58:18 90
27/12/17 06:05:43 90.1
27/12/17 06:10:36 90.2
27/12/17 06:21:07 90.3
27/12/17 06:42:26 90.4
27/12/17 07:04:04 90.5
27/12/17 07:11:38 90.6
27/12/17 07:20:48 90.7
27/12/17 07:25:29 90.8
27/12/17 07:30:09 90.9
27/12/17 07:36:29 91
27/12/17 09:01:15 91.1
27/12/17 19:34:43 91.2
27/12/17 20:34:55 91.3
27/12/17 20:41:55 91.4
27/12/17 20:48:24 91.5
27/12/17 21:08:53 91.6
27/12/17 21:38:11 91.7
27/12/17 21:47:16 91.8
27/12/17 21:52:15 91.9
27/12/17 21:54:01 92
27/12/17 21:56:07 92.1
27/12/17 21:57:51 92.2
27/12/17 21:59:42 92.3
27/12/17 22:00:47 92.4
27/12/17 22:02:18 92.5
27/12/17 22:03:39 92.6
27/12/17 22:05:29 92.7
27/12/17 22:07:01 92.8
27/12/17 22:09:01 92.9
27/12/17 22:10:23 93
27/12/17 22:12:07 93.1
27/12/17 22:13:19 93.2
27/12/17 22:14:51 93.3
27/12/17 22:15:54 93.4
27/12/17 22:17:32 93.5
27/12/17 22:18:27 93.6
27/12/17 22:19:39 93.7
27/12/17 22:20:34 93.8
27/12/17 22:22:03 93.9
27/12/17 22:23:12 94
27/12/17 22:24:47 94.1
27/12/17 22:26:02 94.2
27/12/17 22:28:14 94.3
27/12/17 22:29:56 94.4
27/12/17 22:32:07 94.5
27/12/17 22:33:10 94.6
27/12/17 22:34:37 94.7
27/12/17 22:35:46 94.8
27/12/17 22:37:21 94.9
27/12/17 22:39:00 95
27/12/17 22:42:44 95.1
27/12/17 22:48:18 95.2
27/12/17 22:52:17 95.3
27/12/17 22:55:53 95.4
27/12/17 23:12:27 95.5
28/12/17 02:54:21 95.6
28/12/17 15:03:45 95.7
28/12/17 15:06:00 95.8
28/12/17 15:06:52 95.9
28/12/17 15:07:30 96
28/12/17 15:08:00 96.1
28/12/17 15:08:24 96.2
28/12/17 15:08:53 96.3
28/12/17 15:09:12 96.4
28/12/17 15:09:40 96.5
28/12/17 15:10:23 96.6
28/12/17 15:11:38 96.7
28/12/17 15:12:24 96.8
28/12/17 15:13:14 96.9
28/12/17 15:13:59 97
28/12/17 15:14:50 97.1
28/12/17 15:16:27 97.2
28/12/17 16:20:51 97.3
28/12/17 16:29:51 97.4
28/12/17 16:29:59 97.5
28/12/17 16:30:06 97.6
28/12/17 16:30:12 97.7
28/12/17 16:30:19 97.8
28/12/17 16:30:26 97.9
28/12/17 16:30:33 98
28/12/17 16:30:41 98.1
28/12/17 16:30:47 98.2
28/12/17 16:30:55 98.3
28/12/17 16:31:03 98.4
28/12/17 16:31:14 98.5
28/12/17 16:31:26 98.6
28/12/17 16:31:35 98.7
28/12/17 16:31:46 98.8
28/12/17 16:31:56 98.9
28/12/17 16:32:07 99
28/12/17 16:32:21 99.1
28/12/17 16:32:37 99.2
28/12/17 16:32:55 99.3
28/12/17 16:33:16 99.4
28/12/17 16:33:34 99.5
28/12/17 16:33:53 99.6
28/12/17 16:34:16 99.7
28/12/17 16:34:47 99.8
28/12/17 16:35:22 99.9
28/12/17 16:36:22 100
28/12/17 16:37:29 100.1
28/12/17 16:38:46 100.2
28/12/17 16:39:52 100.3
28/12/17 16:42:03 100.4
28/12/17 16:43:50 100.5
28/12/17 16:45:33 100.6
28/12/17 16:47:19 100.7
28/12/17 16:49:05 100.8
28/12/17 16:50:58 100.9
28/12/17 16:52:41 101
28/12/17 16:53:47 101.1
28/12/17 16:55:39 101.2
28/12/17 17:00:03 101.3
28/12/17 17:10:59 101.4
28/12/17 17:14:28 101.5
28/12/17 17:21:07 101.6
28/12/17 17:51:56 101.7
28/12/17 17:53:12 101.8
28/12/17 17:53:58 101.9
28/12/17 17:54:55 102
28/12/17 17:55:31 102.1
28/12/17 17:56:09 102.2
28/12/17 17:56:36 102.3
28/12/17 17:57:18 102.4
28/12/17 17:57:51 102.5
28/12/17 17:58:38 102.6
28/12/17 17:59:20 102.7
28/12/17 18:00:15 102.8
28/12/17 18:01:01 102.9
28/12/17 18:02:11 103
28/12/17 18:03:22 103.1
28/12/17 18:04:35 103.2
28/12/17 18:05:11 103.3
28/12/17 18:05:42 103.4
28/12/17 18:06:05 103.5
28/12/17 18:06:35 103.6
28/12/17 18:06:59 103.7
28/12/17 18:07:32 103.8
28/12/17 18:07:59 103.9
28/12/17 18:08:30 104
28/12/17 18:08:53 104.1
28/12/17 18:09:21 104.2
28/12/17 18:09:45 104.3
28/12/17 18:10:16 104.4
28/12/17 18:10:46 104.5
28/12/17 18:11:23 104.6
28/12/17 18:11:55 104.7
28/12/17 18:12:41 104.8
28/12/17 18:13:18 104.9
28/12/17 18:14:02 105
28/12/17 18:14:36 105.1
28/12/17 18:15:24 105.2
28/12/17 18:15:59 105.3
28/12/17 18:16:43 105.4
28/12/17 18:17:14 105.5
28/12/17 18:17:59 105.6
28/12/17 18:18:37 105.7
28/12/17 18:19:31 105.8
28/12/17 18:20:14 105.9
28/12/17 18:21:10 106
28/12/17 18:21:59 106.1
28/12/17 18:23:14 106.2
28/12/17 18:24:38 106.3
28/12/17 18:26:56 106.4
28/12/17 18:30:40 106.5
28/12/17 19:27:59 106.6
28/12/17 19:31:04 106.7
28/12/17 19:36:21 106.8
28/12/17 19:44:46 106.9
28/12/17 19:48:08 107
28/12/17 19:49:12 107.1
28/12/17 19:50:14 107.2
28/12/17 19:50:49 107.3
28/12/17 19:51:33 107.4
28/12/17 19:52:06 107.5
28/12/17 19:52:50 107.6
28/12/17 19:53:23 107.7
28/12/17 19:54:11 107.8
28/12/17 19:54:43 107.9
28/12/17 19:55:34 108
28/12/17 19:56:18 108.1
28/12/17 19:57:38 108.2
28/12/17 19:58:47 108.3
28/12/17 19:59:56 108.4
28/12/17 20:00:34 108.5
28/12/17 20:01:15 108.6
28/12/17 20:01:39 108.7
28/12/17 20:02:18 108.8
28/12/17 20:02:52 108.9
28/12/17 20:03:44 109
28/12/17 20:04:20 109.1
28/12/17 20:05:28 109.2
28/12/17 20:06:09 109.3
28/12/17 20:06:57 109.4
28/12/17 20:07:32 109.5
28/12/17 20:08:25 109.6
28/12/17 20:09:02 109.7
28/12/17 20:10:00 109.8
28/12/17 20:10:47 109.9
28/12/17 20:11:46 110
28/12/17 20:12:45 110.1
28/12/17 20:14:24 110.2
28/12/17 20:15:42 110.3
28/12/17 20:17:06 110.4
28/12/17 20:17:54 110.5
28/12/17 20:18:51 110.6
28/12/17 20:19:38 110.7
28/12/17 20:20:44 110.8
28/12/17 20:21:31 110.9
28/12/17 20:22:44 111
28/12/17 20:23:49 111.1
28/12/17 20:25:16 111.2
28/12/17 20:26:08 111.3
28/12/17 20:27:34 111.4
28/12/17 20:29:05 111.5
28/12/17 20:31:35 111.6
28/12/17 20:34:20 111.7
28/12/17 20:39:44 111.8
28/12/17 20:42:45 111.9
28/12/17 20:45:54 112
28/12/17 20:48:53 112.1
28/12/17 20:51:37 112.2
28/12/17 20:53:53 112.3
28/12/17 20:55:44 112.4
28/12/17 20:56:38 112.5
28/12/17 20:58:02 112.6
28/12/17 20:59:11 112.7
28/12/17 21:00:41 112.8
28/12/17 21:01:49 112.9
28/12/17 21:03:37 113
28/12/17 21:04:51 113.1
28/12/17 21:06:38 113.2
28/12/17 21:07:55 113.3
28/12/17 21:09:59 113.4
28/12/17 21:11:30 113.5
28/12/17 21:13:49 113.6
28/12/17 21:15:46 113.7
28/12/17 21:18:20 113.8
28/12/17 21:20:16 113.9
28/12/17 21:22:14 114
28/12/17 21:23:42 114.1
28/12/17 21:27:13 114.2
28/12/17 21:29:26 114.3
28/12/17 21:31:42 114.4
28/12/17 21:33:09 114.5
28/12/17 21:35:39 114.6
28/12/17 21:37:46 114.7
28/12/17 21:39:56 114.8
28/12/17 21:41:06 114.9
28/12/17 21:42:37 115
28/12/17 21:43:51 115.1
28/12/17 21:45:39 115.2
28/12/17 21:46:49 115.3
28/12/17 21:48:35 115.4
28/12/17 21:50:13 115.5
28/12/17 21:52:55 115.6
28/12/17 21:54:30 115.7
28/12/17 21:56:51 115.8
28/12/17 21:58:41 115.9
28/12/17 22:01:16 116
28/12/17 22:02:18 116.1
28/12/17 22:03:37 116.2
28/12/17 22:04:54 116.3
28/12/17 22:07:02 116.4
28/12/17 22:08:32 116.5
28/12/17 22:10:23 116.6
28/12/17 22:11:23 116.7
28/12/17 22:12:49 116.8
28/12/17 22:14:01 116.9
28/12/17 22:16:04 117
28/12/17 22:18:08 117.1
28/12/17 22:22:57 117.2
28/12/17 22:33:03 117.3
28/12/17 22:40:14 117.4
28/12/17 22:43:19 117.5
28/12/17 22:50:52 117.6
28/12/17 23:05:32 117.7
28/12/17 23:23:11 117.8
28/12/17 23:49:22 117.9
29/12/17 00:30:38 118
29/12/17 00:35:24 118.1
29/12/17 00:41:17 118.2
29/12/17 00:44:11 118.3
29/12/17 00:46:52 118.4
29/12/17 00:48:43 118.5
29/12/17 00:55:17 118.6
29/12/17 01:03:39 118.7
29/12/17 01:13:24 118.8
29/12/17 01:15:57 118.9
29/12/17 01:19:39 119
29/12/17 01:22:32 119.1
29/12/17 01:24:44 119.2
29/12/17 01:30:18 119.3
29/12/17 01:34:57 119.4
29/12/17 01:36:05 119.5
29/12/17 01:37:15 119.6
29/12/17 01:37:52 119.7
29/12/17 01:38:47 119.8
29/12/17 01:39:22 119.9
29/12/17 01:40:02 120
29/12/17 01:40:23 120.1
29/12/17 01:40:59 120.2
29/12/17 01:41:30 120.3
29/12/17 01:42:20 120.4
29/12/17 01:43:03 120.5
29/12/17 01:43:59 120.6
29/12/17 01:44:30 120.7
29/12/17 01:46:27 120.8
29/12/17 01:50:51 120.9
29/12/17 01:57:57 121
29/12/17 02:03:28 121.1
29/12/17 02:08:27 121.2
29/12/17 02:11:32 121.3
29/12/17 02:19:10 121.4
29/12/17 02:23:33 121.5
29/12/17 02:52:50 121.6
29/12/17 04:07:17 121.7
29/12/17 15:34:10 121.8
29/12/17 15:36:58 121.9
29/12/17 15:39:04 122
29/12/17 15:40:41 122.1
29/12/17 15:46:44 122.2
29/12/17 15:56:14 122.3
29/12/17 16:26:45 122.4
29/12/17 16:32:06 122.5
29/12/17 16:38:59 122.6
29/12/17 16:43:49 122.7
29/12/17 16:46:04 122.8
29/12/17 16:47:11 122.9
29/12/17 16:48:07 123
29/12/17 16:49:08 123.1
29/12/17 16:50:48 123.2
29/12/17 16:52:24 123.3
29/12/17 17:04:04 123.4
30/12/17 15:53:32 123.5
30/12/17 15:56:17 123.6
30/12/17 15:58:28 123.7
31/12/17 04:33:54 123.8
31/12/17 04:36:39 123.9
31/12/17 04:39:23 124
31/12/17 04:40:18 124.1
31/12/17 04:42:47 124.2
31/12/17 04:43:47 124.3
31/12/17 04:44:16 124.4
31/12/17 04:44:27 124.5
31/12/17 04:44:36 124.6
31/12/17 04:44:44 124.7
31/12/17 04:44:57 124.8
31/12/17 04:45:07 124.9
31/12/17 04:45:19 125
31/12/17 04:45:27 125.1
31/12/17 04:45:36 125.2
31/12/17 04:45:43 125.3
31/12/17 04:45:55 125.4
31/12/17 04:46:01 125.5
31/12/17 04:46:10 125.6
31/12/17 04:46:22 125.7
31/12/17 04:46:28 125.8
31/12/17 04:46:37 125.9
31/12/17 04:46:43 126
31/12/17 04:46:50 126.1
31/12/17 04:47:02 126.2
31/12/17 04:47:08 126.3
31/12/17 04:47:18 126.4
31/12/17 04:47:26 126.5
31/12/17 04:47:38 126.6
31/12/17 04:47:47 126.7
31/12/17 04:48:13 126.8
31/12/17 04:48:41 126.9
31/12/17 04:49:39 127
31/12/17 04:50:09 127.1
31/12/17 04:50:37 127.2
31/12/17 04:51:04 127.3
31/12/17 04:51:45 127.4
31/12/17 04:52:22 127.5
31/12/17 04:53:13 127.6
31/12/17 04:53:47 127.7
31/12/17 04:54:28 127.8
31/12/17 04:55:07 127.9
31/12/17 04:55:48 128
31/12/17 04:56:13 128.1
31/12/17 04:56:41 128.2
31/12/17 04:57:05 128.3
31/12/17 04:57:35 128.4
31/12/17 04:58:01 128.5
31/12/17 04:58:36 128.6
31/12/17 04:59:00 128.7
31/12/17 04:59:42 128.8
31/12/17 05:00:30 128.9
31/12/17 05:01:37 129
31/12/17 05:01:53 129.1
31/12/17 05:02:08 129.2
31/12/17 05:02:17 129.3
31/12/17 05:02:30 129.4
31/12/17 05:02:41 129.5
31/12/17 05:02:58 129.6
31/12/17 05:03:11 129.7
31/12/17 05:03:30 129.8
31/12/17 05:03:47 129.9
31/12/17 05:04:16 130
31/12/17 05:04:35 130.1
31/12/17 05:04:54 130.2
31/12/17 05:05:09 130.3
31/12/17 05:05:27 130.4
31/12/17 05:05:37 130.5
31/12/17 05:05:52 130.6
31/12/17 05:06:02 130.7
31/12/17 05:06:17 130.8
31/12/17 05:06:36 130.9
31/12/17 05:07:27 131
31/12/17 05:08:03 131.1
31/12/17 05:08:47 131.2
31/12/17 05:09:31 131.3
31/12/17 05:10:14 131.4
31/12/17 05:10:49 131.5
31/12/17 05:11:32 131.6
31/12/17 05:12:00 131.7
31/12/17 05:12:32 131.8
31/12/17 05:12:58 131.9
31/12/17 05:13:53 132
31/12/17 05:14:57 132.1
31/12/17 05:16:53 132.2
31/12/17 05:18:21 132.3
31/12/17 05:19:40 132.4
31/12/17 05:20:24 132.5
31/12/17 05:20:59 132.6
31/12/17 05:21:25 132.7
31/12/17 05:21:54 132.8
31/12/17 05:22:26 132.9
31/12/17 05:23:19 133
31/12/17 05:24:08 133.1
31/12/17 05:24:54 133.2
31/12/17 05:25:20 133.3
31/12/17 05:25:49 133.4
31/12/17 05:26:08 133.5
31/12/17 05:26:40 133.6
31/12/17 05:27:01 133.7
31/12/17 05:27:30 133.8
31/12/17 05:27:55 133.9
31/12/17 05:28:25 134
31/12/17 05:28:48 134.1
31/12/17 05:29:28 134.2
31/12/17 05:29:59 134.3
31/12/17 05:30:36 134.4
31/12/17 05:31:01 134.5
31/12/17 05:31:41 134.6
31/12/17 05:32:09 134.7
31/12/17 05:33:52 134.8
31/12/17 05:35:09 134.9
31/12/17 05:37:27 135
31/12/17 05:38:45 135.1
31/12/17 05:39:30 135.2
31/12/17 05:39:51 135.3
31/12/17 05:40:15 135.4
31/12/17 05:40:31 135.5
31/12/17 05:40:53 135.6
31/12/17 05:41:14 135.7
31/12/17 05:41:45 135.8
31/12/17 05:42:11 135.9
31/12/17 05:42:54 136
31/12/17 05:43:36 136.1
31/12/17 05:44:40 136.2
31/12/17 05:45:43 136.3
31/12/17 05:47:15 136.4
31/12/17 05:48:39 136.5
31/12/17 05:49:58 136.6
31/12/17 05:51:15 136.7
31/12/17 05:53:58 136.8
31/12/17 05:57:26 136.9
31/12/17 06:01:34 137
31/12/17 06:02:37 137.1
31/12/17 06:03:40 137.2
31/12/17 06:04:28 137.3
31/12/17 06:05:23 137.4
31/12/17 06:06:07 137.5
31/12/17 06:07:04 137.6
31/12/17 06:07:48 137.7
31/12/17 06:08:56 137.8
31/12/17 06:10:22 137.9
31/12/17 06:13:33 138
31/12/17 06:19:59 138.1
31/12/17 13:35:02 138.2
31/12/17 13:38:10 138.3
31/12/17 13:51:42 138.4
31/12/17 13:58:17 138.5
31/12/17 14:00:18 138.6
31/12/17 14:00:48 138.7
31/12/17 14:01:29 138.8
31/12/17 14:01:47 138.9
31/12/17 14:02:01 139
31/12/17 14:02:09 139.1
31/12/17 14:02:19 139.2
31/12/17 14:02:27 139.3
31/12/17 14:02:34 139.4
31/12/17 14:02:42 139.5
31/12/17 14:02:52 139.6
31/12/17 14:03:00 139.7
31/12/17 14:03:11 139.8
31/12/17 14:03:20 139.9
31/12/17 14:03:33 140
31/12/17 14:03:45 140.1
31/12/17 14:04:00 140.2
31/12/17 14:04:11 140.3
31/12/17 14:04:25 140.4
31/12/17 14:04:35 140.5
31/12/17 14:04:49 140.6
31/12/17 14:04:58 140.7
31/12/17 14:05:08 140.8
31/12/17 14:05:16 140.9
31/12/17 14:05:24 141
31/12/17 14:05:31 141.1
31/12/17 14:05:39 141.2
31/12/17 14:05:46 141.3
31/12/17 14:05:53 141.4
31/12/17 14:06:01 141.5
31/12/17 14:06:11 141.6
31/12/17 14:06:18 141.7
31/12/17 14:06:26 141.8
31/12/17 14:06:32 141.9
31/12/17 14:06:41 142
31/12/17 14:06:46 142.1
31/12/17 14:06:55 142.2
31/12/17 14:07:01 142.3
31/12/17 14:07:10 142.4
31/12/17 14:07:18 142.5
31/12/17 14:07:28 142.6
31/12/17 14:07:36 142.7
31/12/17 14:07:45 142.8
31/12/17 14:07:54 142.9
31/12/17 14:08:11 143
31/12/17 14:08:22 143.1
31/12/17 14:08:34 143.2
31/12/17 14:08:48 143.3
31/12/17 14:09:08 143.4
31/12/17 14:09:23 143.5
31/12/17 14:09:43 143.6
31/12/17 14:09:59 143.7
31/12/17 14:10:23 143.8
31/12/17 14:10:50 143.9
31/12/17 14:11:17 144
31/12/17 14:11:42 144.1
31/12/17 14:12:23 144.2
31/12/17 14:13:09 144.3
31/12/17 14:13:57 144.4
31/12/17 14:14:21 144.5
31/12/17 14:14:52 144.6
31/12/17 14:15:26 144.7
31/12/17 14:16:37 144.8
31/12/17 14:17:56 144.9
31/12/17 14:20:11 145
31/12/17 14:23:37 145.1
31/12/17 15:48:36 145.2
31/12/17 18:14:02 145.3
31/12/17 18:22:35 145.4
31/12/17 18:28:37 145.5
31/12/17 18:45:02 145.6
31/12/17 18:53:48 145.7
31/12/17 18:58:25 145.8
31/12/17 18:59:16 145.9
31/12/17 19:00:23 146
31/12/17 19:01:07 146.1
31/12/17 19:02:06 146.2
31/12/17 19:02:41 146.3
31/12/17 19:03:16 146.4
31/12/17 19:03:33 146.5
31/12/17 19:03:59 146.6
31/12/17 19:04:22 146.7
31/12/17 19:04:53 146.8
31/12/17 19:05:12 146.9
31/12/17 19:05:41 147
31/12/17 19:06:02 147.1
31/12/17 19:06:29 147.2
31/12/17 19:06:52 147.3
31/12/17 19:07:36 147.4
31/12/17 19:08:08 147.5
31/12/17 19:09:01 147.6
31/12/17 19:09:59 147.7
31/12/17 19:11:55 147.8
31/12/17 19:13:27 147.9
31/12/17 19:15:52 148
31/12/17 19:20:13 148.1
31/12/17 20:11:03 148.2
31/12/17 20:27:13 148.3
31/12/17 20:37:22 148.4
31/12/17 20:44:24 148.5
31/12/17 20:50:35 148.6
31/12/17 20:52:13 148.7
31/12/17 20:54:49 148.8
31/12/17 20:56:25 148.9
31/12/17 20:58:10 149
31/12/17 20:59:17 149.1
31/12/17 21:00:54 149.2
31/12/17 21:02:10 149.3
31/12/17 21:04:03 149.4
31/12/17 21:05:48 149.5
31/12/17 21:08:40 149.6
31/12/17 21:10:10 149.7
31/12/17 21:11:31 149.8
31/12/17 21:12:30 149.9
31/12/17 21:13:33 150
31/12/17 21:14:15 150.1
31/12/17 21:15:10 150.2
31/12/17 21:15:49 150.3
31/12/17 21:16:56 150.4
31/12/17 21:17:41 150.5
31/12/17 21:18:42 150.6
31/12/17 21:19:18 150.7
31/12/17 21:20:03 150.8
31/12/17 21:20:30 150.9
31/12/17 21:21:04 151
31/12/17 21:21:28 151.1
31/12/17 21:22:02 151.2
31/12/17 21:22:28 151.3
31/12/17 21:23:07 151.4
31/12/17 21:23:37 151.5
31/12/17 21:24:18 151.6
31/12/17 21:24:45 151.7
31/12/17 21:25:25 151.8
31/12/17 21:25:51 151.9
31/12/17 21:26:36 152
31/12/17 21:27:09 152.1
31/12/17 21:28:07 152.2
31/12/17 21:28:48 152.3
31/12/17 21:29:55 152.4
31/12/17 21:30:32 152.5
31/12/17 21:31:27 152.6
31/12/17 21:32:01 152.7
31/12/17 21:32:44 152.8
31/12/17 21:33:09 152.9
31/12/17 21:33:45 153
31/12/17 21:34:13 153.1
31/12/17 21:35:01 153.2
31/12/17 21:35:49 153.3
31/12/17 21:37:09 153.4
31/12/17 21:38:13 153.5
31/12/17 21:39:33 153.6
31/12/17 21:40:38 153.7
31/12/17 21:42:33 153.8
31/12/17 21:44:47 153.9
31/12/17 21:48:49 154
31/12/17 21:52:07 154.1
31/12/17 21:58:39 154.2
31/12/17 22:02:43 154.3
31/12/17 22:06:52 154.4
31/12/17 22:12:39 154.5
31/12/17 22:19:32 154.6
31/12/17 22:22:37 154.7
31/12/17 22:25:20 154.8
31/12/17 22:27:58 154.9
31/12/17 22:30:10 155
31/12/17 22:32:00 155.1
31/12/17 22:34:12 155.2
31/12/17 22:35:11 155.3
31/12/17 22:36:09 155.4
31/12/17 22:37:01 155.5
31/12/17 22:37:59 155.6
31/12/17 22:38:42 155.7
31/12/17 22:39:43 155.8
31/12/17 22:40:19 155.9
31/12/17 22:40:49 156
31/12/17 22:41:10 156.1
31/12/17 22:41:32 156.2
31/12/17 22:41:52 156.3
31/12/17 22:42:19 156.4
31/12/17 22:42:52 156.5
31/12/17 22:43:52 156.6
31/12/17 22:44:43 156.7
31/12/17 22:45:41 156.8
31/12/17 22:46:20 156.9
31/12/17 22:47:21 157
31/12/17 22:48:12 157.1
31/12/17 22:49:08 157.2
31/12/17 22:49:57 157.3
31/12/17 22:51:04 157.4
31/12/17 22:51:56 157.5
31/12/17 22:53:07 157.6
31/12/17 22:53:58 157.7
31/12/17 22:54:58 157.8
31/12/17 22:55:41 157.9
31/12/17 22:56:33 158
31/12/17 22:57:22 158.1
31/12/17 22:58:28 158.2
31/12/17 22:59:23 158.3
31/12/17 23:00:20 158.4
31/12/17 23:00:59 158.5
31/12/17 23:01:44 158.6
31/12/17 23:02:17 158.7
31/12/17 23:02:59 158.8
31/12/17 23:03:29 158.9
31/12/17 23:04:00 159
31/12/17 23:04:26 159.1
31/12/17 23:05:03 159.2
31/12/17 23:05:24 159.3
31/12/17 23:05:49 159.4
31/12/17 23:06:08 159.5
31/12/17 23:06:42 159.6
31/12/17 23:07:10 159.7
31/12/17 23:07:47 159.8
31/12/17 23:08:20 159.9
31/12/17 23:09:06 160
31/12/17 23:09:39 160.1
31/12/17 23:10:27 160.2
31/12/17 23:11:01 160.3
31/12/17 23:11:55 160.4
31/12/17 23:12:41 160.5
31/12/17 23:13:37 160.6
31/12/17 23:14:31 160.7
31/12/17 23:15:31 160.8
31/12/17 23:16:29 160.9
31/12/17 23:17:46 161
31/12/17 23:18:54 161.1
31/12/17 23:20:11 161.2
31/12/17 23:21:11 161.3
31/12/17 23:22:22 161.4
31/12/17 23:23:24 161.5
31/12/17 23:24:45 161.6
31/12/17 23:25:55 161.7
31/12/17 23:27:12 161.8
31/12/17 23:28:07 161.9
31/12/17 23:28:55 162
31/12/17 23:29:29 162.1
31/12/17 23:30:09 162.2
31/12/17 23:30:50 162.3
31/12/17 23:31:52 162.4
31/12/17 23:32:53 162.5
31/12/17 23:34:08 162.6
31/12/17 23:34:49 162.7
31/12/17 23:35:25 162.8
31/12/17 23:36:00 162.9
31/12/17 23:36:50 163
31/12/17 23:37:26 163.1
31/12/17 23:38:23 163.2
31/12/17 23:39:05 163.3
31/12/17 23:39:38 163.4
31/12/17 23:40:00 163.5
31/12/17 23:40:26 163.6
31/12/17 23:40:48 163.7
31/12/17 23:41:16 163.8
31/12/17 23:41:38 163.9
31/12/17 23:42:15 164
31/12/17 23:42:47 164.1
31/12/17 23:43:28 164.2
31/12/17 23:43:59 164.3
31/12/17 23:44:29 164.4
31/12/17 23:44:56 164.5
31/12/17 23:45:41 164.6
31/12/17 23:46:13 164.7
31/12/17 23:46:43 164.8
31/12/17 23:46:55 164.9
31/12/17 23:47:08 165
31/12/17 23:47:20 165.1
31/12/17 23:47:34 165.2
31/12/17 23:47:46 165.3
31/12/17 23:48:02 165.4
31/12/17 23:48:14 165.5
31/12/17 23:48:30 165.6
31/12/17 23:48:42 165.7
31/12/17 23:48:57 165.8
31/12/17 23:49:09 165.9
31/12/17 23:49:25 166
31/12/17 23:49:37 166.1
31/12/17 23:49:50 166.2
31/12/17 23:49:59 166.3
31/12/17 23:50:11 166.4
31/12/17 23:50:20 166.5
31/12/17 23:50:30 166.6
31/12/17 23:50:38 166.7
31/12/17 23:50:48 166.8
31/12/17 23:50:55 166.9
31/12/17 23:51:05 167
31/12/17 23:51:13 167.1
31/12/17 23:51:23 167.2
31/12/17 23:51:31 167.3
31/12/17 23:51:43 167.4
31/12/17 23:51:50 167.5
31/12/17 23:52:01 167.6
31/12/17 23:52:08 167.7
31/12/17 23:52:20 167.8
31/12/17 23:52:29 167.9
31/12/17 23:52:44 168
31/12/17 23:52:56 168.1
31/12/17 23:53:13 168.2
31/12/17 23:53:29 168.3
31/12/17 23:53:48 168.4
31/12/17 23:54:04 168.5
31/12/17 23:54:22 168.6
31/12/17 23:54:34 168.7
31/12/17 23:54:54 168.8
31/12/17 23:55:10 168.9
31/12/17 23:55:32 169
31/12/17 23:55:46 169.1
31/12/17 23:56:02 169.2
31/12/17 23:56:13 169.3
31/12/17 23:56:26 169.4
31/12/17 23:56:38 169.5
31/12/17 23:56:54 169.6
31/12/17 23:57:10 169.7
31/12/17 23:57:28 169.8
31/12/17 23:57:41 169.9
31/12/17 23:57:58 170
31/12/17 23:58:18 170.1
31/12/17 23:58:38 170.2
31/12/17 23:58:53 170.3
31/12/17 23:59:18 170.4
31/12/17 23:59:35 170.5
31/12/17 23:59:54 170.6
01/01/18 00:00:07 170.7
01/01/18 00:00:24 170.8
01/01/18 00:00:37 170.9
01/01/18 00:00:57 171
01/01/18 00:01:14 171.1
01/01/18 00:01:35 171.2
01/01/18 00:01:53 171.3
01/01/18 00:02:23 171.4
01/01/18 00:02:44 171.5
01/01/18 00:03:12 171.6
01/01/18 00:03:34 171.7
01/01/18 00:04:05 171.8
01/01/18 00:04:28 171.9
01/01/18 00:04:57 172
01/01/18 00:05:19 172.1
01/01/18 00:05:48 172.2
01/01/18 00:06:13 172.3
01/01/18 00:06:42 172.4
01/01/18 00:07:05 172.5
01/01/18 00:07:36 172.6
01/01/18 00:08:01 172.7
01/01/18 00:08:29 172.8
01/01/18 00:08:50 172.9
01/01/18 00:09:15 173
01/01/18 00:09:35 173.1
01/01/18 00:09:59 173.2
01/01/18 00:10:19 173.3
01/01/18 00:10:43 173.4
01/01/18 00:11:05 173.5
01/01/18 00:11:31 173.6
01/01/18 00:11:48 173.7
01/01/18 00:12:10 173.8
01/01/18 00:12:30 173.9
01/01/18 00:12:54 174
01/01/18 00:13:15 174.1
01/01/18 00:13:40 174.2
01/01/18 00:14:01 174.3
01/01/18 00:14:27 174.4
01/01/18 00:14:47 174.5
01/01/18 00:15:10 174.6
01/01/18 00:15:28 174.7
01/01/18 00:15:48 174.8
01/01/18 00:16:04 174.9
01/01/18 00:16:25 175
01/01/18 00:16:42 175.1
01/01/18 00:17:05 175.2
01/01/18 00:17:21 175.3
01/01/18 00:17:43 175.4
01/01/18 00:17:59 175.5
01/01/18 00:18:19 175.6
01/01/18 00:18:35 175.7
01/01/18 00:18:55 175.8
01/01/18 00:19:12 175.9
01/01/18 00:19:33 176
01/01/18 00:19:52 176.1
01/01/18 00:20:20 176.2
01/01/18 00:20:56 176.3
01/01/18 00:21:50 176.4
01/01/18 00:22:39 176.5
01/01/18 00:23:43 176.6
01/01/18 00:24:52 176.7
01/01/18 00:26:17 176.8
